#t	Phi[0]	Phi[1]	Phi[2]	Phi[3]	Phi[4]	Phi[5]	Phi[6]	Phi[7]	Phi[8]	Phi[9]	Phi[10]	Phi[11]	Phi[12]	Phi[13]	Phi[14]	Phi[15]	Phi[16]	Phi[17]	Phi[18]	Phi[19]	Phi[20]	Phi[21]	Phi[22]	Phi[23]	Phi[24]	Phi[25]	Phi[26]	Phi[27]	Phi[28]	Phi[29]	Phi[30]	Phi[31]	Phi[32]	Phi[33]	Phi[34]	Phi[35]	Phi[36]	Phi[37]	Phi[38]	Phi[39]	Phi[40]	Phi[41]	Phi[42]	Phi[43]	Phi[44]	Phi[45]	Phi[46]	Phi[47]	Phi[48]	Phi[49]	Phi[50]	Phi[51]	Phi[52]	Phi[53]	Phi[54]	Phi[55]	Phi[56]	Phi[57]	Phi[58]	Phi[59]	Phi[60]	Phi[61]	Phi[62]	Phi[63]	Phi[64]	Phi[65]	Phi[66]	Phi[67]	Phi[68]	Phi[69]	Phi[70]	Phi[71]	Phi[72]	Phi[73]	Phi[74]	Phi[75]	Phi[76]	Phi[77]	Phi[78]	Phi[79]	Phi[80]	Phi[81]	Phi[82]	Phi[83]	Phi[84]	Phi[85]	Phi[86]	Phi[87]	Phi[88]	Phi[89]	Phi[90]	Phi[91]	Phi[92]	Phi[93]	Phi[94]	Phi[95]	Phi[96]	Phi[97]	Phi[98]	Phi[99]	Phi[100]	Phi[101]	Phi[102]	Phi[103]	Phi[104]	Phi[105]	Phi[106]	Phi[107]	Phi[108]	Phi[109]	Phi[110]	Phi[111]	Phi[112]	Phi[113]	Phi[114]	Phi[115]	Phi[116]	Phi[117]	Phi[118]	Phi[119]	Phi[120]
t	0	3.8147e-07	7.62939e-07	1.52588e-06	3.05176e-06	6.10352e-06	1.2207e-05	2.44141e-05	4.88281e-05	9.76563e-05	0.000195313	0.000390625	0.00078125	0.0015625	0.003125	0.00625	0.0125	0.025	0.05	0.1	0.2	0.4	0.8	1.2	1.6	2	2.4	2.8	3.2	3.6	4	4.4	4.8	5.2	5.6	6	6.4	6.8	7.2	7.6	8	8.4	8.8	9.2	9.6	10	10.4	10.8	11.2	11.6	12	12.4	12.8	13.2	13.6	14	14.4	14.8	15.2	15.6	16	16.4	16.8	17.2	17.6	18	18.4	18.8	19.2	19.6	20	20.4	20.8	21.2	21.6	22	22.4	22.8	23.2	23.6	24	24.4	24.8	25.2	25.6	26	26.4	26.8	27.2	27.6	28	28.4	28.8	29.2	29.6	30	30.4	30.8	31.2	31.6	32	32.4	32.8	33.2	33.6	34	34.4	34.8	35.2	35.6	36	36.4	36.8	37.2	37.6	38	38.4	38.8	39.2	39.6	40
0.0838861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999979	0.999916	0.999665	0.998674	0.994879	0.981086	0.962347	0.942796	0.925568	0.912389	0.903886	0.900092	0.900821	0.905847	0.914902	0.927536	0.942875	0.959389	0.974853	0.9867	0.992769	0.992112	0.985379	0.974524	0.962041	0.950211	0.94067	0.93433	0.931488	0.931968	0.935215	0.94033	0.946093	0.951049	0.953712	0.952879	0.947965	0.939172	0.927463	0.914342	0.901487	0.890337	0.881849	0.876469	0.874175	0.874539	0.876782	0.879837	0.882444	0.883318	0.881369	0.875943	0.866996	0.855141	0.841522	0.827541	0.814557	0.803641	0.79546	0.790236	0.78776	0.787441	0.788373	0.789427	0.789405	0.787223	0.782114	0.773803	0.762577	0.749234	0.734902	0.72081	0.708077	0.697554	0.689719	0.684623	0.681901	0.68084	0.680473	0.679711	0.677497	0.672983	0.6657	0.655651	0.643309	0.629487	0.615174	0.601504	0.589532	0.579901	0.572813	0.568073	0.56516	0.563301	0.56157	0.559014	0.554799	0.548353	0.53949	0.528454	0.515878	0.502653	0.489744	0.478007
0.0922747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999994	0.999977	0.999908	0.999632	0.998542	0.994385	0.979339	0.959088	0.938215	0.920064	0.90636	0.897634	0.893819	0.894666	0.899938	0.90939	0.922617	0.938775	0.956304	0.972844	0.985597	0.992156	0.991442	0.984155	0.972447	0.959051	0.946429	0.936306	0.929613	0.926629	0.927147	0.930579	0.935984	0.94208	0.947325	0.950125	0.949188	0.943876	0.934414	0.921849	0.907813	0.894116	0.882285	0.873314	0.867645	0.865233	0.865613	0.867962	0.871155	0.873863	0.874723	0.872575	0.866723	0.857128	0.844459	0.829952	0.815111	0.801377	0.789871	0.781273	0.775792	0.773195	0.77285	0.7738	0.774858	0.774765	0.772376	0.766888	0.75802	0.746091	0.731963	0.716841	0.702022	0.688676	0.677681	0.669519	0.664222	0.661394	0.660281	0.659869	0.659019	0.656626	0.651814	0.6441	0.633505	0.620544	0.60608	0.591149	0.576938	0.564544	0.554618	0.547341	0.54249	0.539506	0.537579	0.535751	0.533037	0.528582	0.521811	0.512548	0.501072	0.488058	0.474445	0.46123	0.449284
0.100663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999994	0.999975	0.999899	0.999599	0.998411	0.993893	0.977614	0.955902	0.933786	0.914799	0.900644	0.891743	0.887928	0.888893	0.894387	0.904193	0.917953	0.934862	0.953338	0.9709	0.984524	0.991559	0.990788	0.982962	0.970433	0.956167	0.942798	0.932135	0.925119	0.922006	0.92256	0.926162	0.931833	0.938236	0.943746	0.946673	0.945628	0.939932	0.92983	0.91645	0.901549	0.887061	0.874598	0.865183	0.859252	0.856731	0.857125	0.859567	0.862882	0.865675	0.866512	0.864169	0.857909	0.847699	0.834261	0.818922	0.803284	0.788862	0.776819	0.767846	0.762137	0.759431	0.759059	0.76002	0.761075	0.760905	0.758316	0.752468	0.743078	0.730497	0.715647	0.699806	0.684334	0.670445	0.659037	0.650592	0.645124	0.642206	0.641046	0.640589	0.639651	0.637089	0.631998	0.62389	0.612802	0.599287	0.584259	0.568794	0.554125	0.541382	0.53122	0.523801	0.518868	0.515831	0.513849	0.511932	0.509074	0.504404	0.497345	0.487737	0.475887	0.462516	0.448598	0.435161	0.423084
0.109052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999973	0.999891	0.999565	0.99828	0.993404	0.97591	0.952785	0.929498	0.909753	0.89521	0.886176	0.882379	0.883459	0.889155	0.899278	0.91352	0.931119	0.950482	0.969016	0.983479	0.990975	0.99015	0.981801	0.968479	0.953382	0.93931	0.928142	0.920828	0.917598	0.918186	0.921944	0.927861	0.934547	0.940304	0.943343	0.942193	0.936126	0.925408	0.91125	0.895529	0.880299	0.867248	0.857425	0.851253	0.848634	0.849039	0.851563	0.854984	0.85785	0.858657	0.856121	0.849469	0.838674	0.824512	0.808393	0.792013	0.776959	0.764428	0.755116	0.749202	0.746398	0.746001	0.746967	0.748011	0.747762	0.744978	0.738789	0.728909	0.715722	0.700209	0.683713	0.667653	0.653282	0.641514	0.632825	0.627211	0.624216	0.623014	0.622513	0.621489	0.618766	0.613417	0.604946	0.593412	0.579404	0.56388	0.547954	0.532898	0.519871	0.509525	0.502	0.497012	0.493937	0.491908	0.489913	0.486925	0.482062	0.474749	0.464842	0.45268	0.439019	0.424871	0.411282	0.399136
0.117441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999971	0.999883	0.999532	0.998149	0.992917	0.974227	0.949733	0.925343	0.904909	0.890035	0.880902	0.877137	0.878328	0.884209	0.894618	0.909297	0.927532	0.947728	0.967188	0.98246	0.990405	0.989526	0.980669	0.966581	0.950689	0.935952	0.924315	0.916725	0.913388	0.914008	0.91791	0.924053	0.931002	0.936987	0.940129	0.938872	0.932446	0.921138	0.906237	0.889738	0.873809	0.860211	0.85001	0.843618	0.840909	0.841322	0.843919	0.847433	0.850359	0.851131	0.848407	0.841379	0.830027	0.815178	0.798328	0.781258	0.765621	0.752646	0.743028	0.73693	0.734038	0.733615	0.734582	0.735609	0.735279	0.732305	0.725793	0.715453	0.701703	0.685577	0.668484	0.651896	0.637097	0.625014	0.616115	0.610378	0.607319	0.606079	0.605533	0.604426	0.601551	0.59596	0.587157	0.575219	0.560773	0.544813	0.528491	0.513111	0.499855	0.489369	0.481772	0.476748	0.473649	0.471583	0.469516	0.46641	0.461375	0.453839	0.443677	0.431255	0.417364	0.403046	0.389366	0.377203
0.125829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999992	0.999969	0.999874	0.999499	0.998018	0.992433	0.972562	0.946744	0.921313	0.900254	0.885097	0.875892	0.872171	0.87347	0.879519	0.890186	0.905264	0.924088	0.945068	0.965413	0.981467	0.989848	0.988916	0.979564	0.964736	0.948084	0.932717	0.920639	0.912795	0.90936	0.910009	0.914045	0.920397	0.92759	0.933787	0.937023	0.935659	0.928886	0.91701	0.901399	0.88416	0.867572	0.853463	0.842914	0.83632	0.833527	0.833946	0.836607	0.840203	0.843178	0.84391	0.841001	0.833612	0.821729	0.806231	0.788693	0.770981	0.754806	0.741425	0.73153	0.725268	0.722295	0.721847	0.72281	0.723815	0.723403	0.720247	0.713426	0.702655	0.688379	0.671689	0.654052	0.636988	0.621809	0.609451	0.600374	0.594532	0.591418	0.590144	0.589555	0.588367	0.585348	0.579533	0.570426	0.558122	0.543284	0.526944	0.510283	0.494633	0.481196	0.470609	0.462965	0.457925	0.454812	0.452715	0.450586	0.447373	0.442184	0.434454	0.424073	0.411438	0.39737	0.382936	0.369213	0.357078
0.134218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999998	0.999992	0.999966	0.999866	0.999465	0.997888	0.991951	0.970917	0.943815	0.917401	0.895774	0.880375	0.871124	0.867454	0.868858	0.875062	0.885963	0.901405	0.920776	0.942495	0.963687	0.980497	0.989303	0.98832	0.978485	0.962941	0.945559	0.929595	0.917106	0.909025	0.905499	0.906176	0.910335	0.916881	0.924302	0.930696	0.934017	0.932548	0.925439	0.913016	0.896725	0.878781	0.861572	0.846984	0.836112	0.829332	0.826462	0.826885	0.829601	0.833268	0.836285	0.836973	0.833883	0.826147	0.813759	0.797645	0.779459	0.761147	0.744475	0.730722	0.720578	0.714166	0.711121	0.710648	0.711604	0.712583	0.712088	0.708755	0.701643	0.690465	0.6757	0.658489	0.640354	0.622861	0.607347	0.59475	0.585519	0.57959	0.57643	0.575125	0.574494	0.573228	0.570072	0.564048	0.554662	0.542028	0.526841	0.51017	0.49322	0.477349	0.463771	0.453115	0.445449	0.440406	0.437289	0.435168	0.432982	0.429674	0.424349	0.416449	0.405884	0.393076	0.378876	0.364371	0.350648	0.338575
0.150995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999998	0.999991	0.999962	0.999849	0.999399	0.997627	0.990994	0.967681	0.938127	0.909907	0.887293	0.871517	0.862228	0.858679	0.860281	0.866759	0.878068	0.894154	0.914509	0.937589	0.960371	0.978623	0.988246	0.987163	0.976401	0.959491	0.940737	0.923667	0.910425	0.901918	0.898232	0.898958	0.903336	0.910231	0.918062	0.924813	0.928282	0.926604	0.918854	0.905399	0.887829	0.868574	0.850219	0.834763	0.823312	0.8162	0.813192	0.813617	0.816424	0.820207	0.823283	0.823874	0.820436	0.812046	0.798714	0.78146	0.762088	0.74269	0.725132	0.710727	0.70015	0.693483	0.69031	0.689789	0.69072	0.691639	0.690978	0.687311	0.679657	0.667737	0.652089	0.63395	0.614945	0.596718	0.580642	0.567658	0.558189	0.552128	0.548896	0.547537	0.546826	0.545412	0.542004	0.535606	0.525728	0.512526	0.496754	0.479544	0.462146	0.445954	0.4322	0.421484	0.413827	0.408814	0.40571	0.403557	0.401277	0.397806	0.392254	0.384082	0.373236	0.360187	0.345833	0.331297	0.317673	0.305805
0.167772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.99999	0.999958	0.999832	0.999332	0.997367	0.990047	0.964515	0.93265	0.902813	0.879383	0.863343	0.854075	0.85066	0.852444	0.859157	0.870811	0.887445	0.908662	0.932969	0.95722	0.976829	0.987231	0.986052	0.974407	0.956212	0.936188	0.918115	0.904205	0.895325	0.891499	0.892267	0.896835	0.904033	0.912223	0.919287	0.922879	0.920997	0.912645	0.898229	0.879481	0.859029	0.839644	0.82342	0.811464	0.804067	0.800938	0.801358	0.804232	0.808103	0.811213	0.811699	0.807931	0.798936	0.78474	0.766457	0.746025	0.725673	0.707351	0.692397	0.681461	0.674584	0.671305	0.670736	0.671635	0.672484	0.67166	0.667682	0.659539	0.646961	0.630541	0.611606	0.591873	0.573049	0.556536	0.543264	0.533627	0.527479	0.5242	0.522796	0.522009	0.520457	0.516826	0.510103	0.499814	0.486147	0.469916	0.452305	0.4346	0.418219	0.404396	0.393701	0.386108	0.381159	0.378089	0.37592	0.373567	0.369968	0.364242	0.355873	0.344843	0.331664	0.317274	0.302821	0.289392	0.277803
0.184549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999988	0.999954	0.999816	0.999266	0.997108	0.989108	0.961413	0.927368	0.89608	0.871975	0.855761	0.846551	0.843276	0.845228	0.852144	0.864091	0.881199	0.903181	0.928601	0.954216	0.975108	0.986253	0.984983	0.972495	0.953087	0.931884	0.912898	0.898387	0.889179	0.885229	0.886033	0.890764	0.898229	0.906736	0.914076	0.917773	0.915691	0.906772	0.89146	0.87162	0.85007	0.829754	0.812846	0.800449	0.792803	0.789565	0.789975	0.792898	0.796832	0.799959	0.800335	0.796254	0.786699	0.771712	0.752493	0.731111	0.709916	0.690933	0.675512	0.664277	0.657228	0.653858	0.653243	0.654102	0.654877	0.653894	0.649629	0.641044	0.627879	0.610784	0.591164	0.570819	0.551511	0.534658	0.521177	0.511429	0.505227	0.501918	0.500476	0.499619	0.497942	0.494111	0.487109	0.476473	0.462431	0.445843	0.427941	0.410039	0.393569	0.379759	0.369144	0.361653	0.356791	0.353767	0.351595	0.349189	0.345489	0.339634	0.33113	0.319992	0.30677	0.292433	0.278142	0.264974	0.25371
0.201327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999987	0.99995	0.999799	0.999199	0.996849	0.988178	0.958375	0.922269	0.889675	0.865013	0.848691	0.839566	0.836433	0.838539	0.845633	0.857832	0.875355	0.898019	0.924457	0.951345	0.973452	0.98531	0.983952	0.970658	0.950103	0.927801	0.907977	0.892926	0.883423	0.879363	0.880196	0.885071	0.89277	0.90156	0.909147	0.912931	0.910656	0.901201	0.885051	0.864197	0.841636	0.820472	0.802953	0.790165	0.7823	0.778964	0.779358	0.782315	0.786295	0.789424	0.789689	0.785311	0.775236	0.759521	0.739449	0.717211	0.695268	0.675708	0.65989	0.648406	0.641213	0.637764	0.637105	0.63792	0.638618	0.637483	0.632953	0.623966	0.610279	0.592588	0.572378	0.551519	0.53182	0.514707	0.501079	0.491262	0.485033	0.481707	0.480233	0.479311	0.477519	0.473511	0.466268	0.455343	0.440997	0.424136	0.406034	0.388022	0.371541	0.357804	0.34731	0.339946	0.335185	0.332219	0.330053	0.327607	0.323833	0.317884	0.309295	0.29811	0.284912	0.270695	0.256623	0.243757	0.232844
0.218104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999986	0.999945	0.999782	0.999133	0.996591	0.987255	0.955395	0.917339	0.88357	0.858449	0.842072	0.83305	0.830055	0.832302	0.839553	0.851972	0.869861	0.893139	0.920513	0.948593	0.971857	0.984398	0.982956	0.96889	0.947247	0.923918	0.903323	0.887781	0.878014	0.873854	0.87471	0.87971	0.887617	0.89666	0.904468	0.908327	0.905864	0.895903	0.878966	0.857168	0.833673	0.811734	0.793663	0.780528	0.772468	0.769043	0.769417	0.772396	0.776406	0.779527	0.779679	0.775022	0.764463	0.748077	0.727226	0.704212	0.681602	0.661538	0.645379	0.633685	0.626372	0.622856	0.622152	0.622921	0.623541	0.622261	0.617485	0.608135	0.593981	0.575766	0.555045	0.533754	0.513739	0.49643	0.482704	0.472852	0.466616	0.463282	0.461783	0.4608	0.458903	0.454739	0.447289	0.436123	0.421534	0.40447	0.386238	0.368185	0.351752	0.338134	0.32779	0.32057	0.315919	0.313015	0.310864	0.30839	0.304561	0.298551	0.289918	0.278735	0.265612	0.251562	0.237748	0.22521	0.21466
0.234881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999985	0.999941	0.999765	0.999066	0.996333	0.986341	0.952471	0.912568	0.877737	0.852241	0.835851	0.826943	0.824083	0.826459	0.833848	0.846461	0.864675	0.888511	0.916749	0.945951	0.970317	0.983516	0.981993	0.967186	0.944509	0.920216	0.898909	0.882919	0.872911	0.868659	0.869534	0.874644	0.882737	0.892008	0.900015	0.903937	0.901293	0.890853	0.873177	0.850495	0.826133	0.803484	0.784914	0.771467	0.763232	0.759724	0.760074	0.763065	0.767094	0.770198	0.770239	0.765318	0.754308	0.737303	0.715735	0.692018	0.66881	0.648303	0.63185	0.61998	0.612565	0.608989	0.608242	0.608964	0.609506	0.608088	0.603086	0.593407	0.578833	0.560156	0.538992	0.517338	0.49707	0.479618	0.465833	0.455972	0.449744	0.446411	0.444889	0.443851	0.441859	0.437556	0.42993	0.418564	0.403783	0.386573	0.368269	0.35023	0.333891	0.320423	0.310249	0.303184	0.298647	0.295809	0.293677	0.291186	0.287321	0.281275	0.27263	0.261487	0.24848	0.234631	0.221101	0.208905	0.198718
0.251658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999984	0.999937	0.999749	0.999	0.996076	0.985434	0.949602	0.907946	0.872157	0.846356	0.829984	0.821197	0.818467	0.820961	0.828473	0.841258	0.859764	0.884107	0.913149	0.943408	0.968829	0.982661	0.98106	0.965541	0.941879	0.916681	0.894712	0.878311	0.868083	0.863746	0.864634	0.869842	0.878101	0.887578	0.895766	0.899743	0.896923	0.886029	0.867656	0.844146	0.818977	0.795674	0.776649	0.762921	0.754529	0.750942	0.751265	0.754259	0.758298	0.761378	0.761311	0.756141	0.744711	0.727131	0.704905	0.680546	0.656801	0.635902	0.619196	0.607175	0.599674	0.596045	0.595257	0.595929	0.596395	0.594847	0.589636	0.579658	0.564708	0.545622	0.524074	0.502115	0.481646	0.464094	0.450282	0.440432	0.434223	0.430896	0.429355	0.428266	0.426188	0.421764	0.413987	0.402457	0.387528	0.370218	0.351889	0.333907	0.317697	0.304403	0.294412	0.287506	0.283086	0.280315	0.278207	0.275708	0.27182	0.265759	0.257129	0.246057	0.233195	0.219573	0.206342	0.194493	0.184665
0.268435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999983	0.999933	0.999732	0.998934	0.995819	0.984534	0.946784	0.903464	0.866809	0.840762	0.824435	0.815772	0.813166	0.815768	0.82339	0.836329	0.855098	0.879907	0.909697	0.940957	0.967388	0.981831	0.980155	0.96395	0.939349	0.913297	0.890712	0.873932	0.863502	0.859084	0.859983	0.865276	0.873685	0.88335	0.891703	0.895726	0.892737	0.881412	0.862381	0.838093	0.812171	0.788262	0.768821	0.754838	0.746302	0.742641	0.742934	0.745925	0.749965	0.753018	0.752844	0.74744	0.735617	0.717503	0.69467	0.669724	0.645494	0.624248	0.607322	0.595174	0.587599	0.583923	0.583094	0.583717	0.584108	0.582438	0.577034	0.566784	0.551497	0.532048	0.510167	0.487952	0.467326	0.449708	0.435893	0.426071	0.419891	0.416574	0.415017	0.413882	0.411726	0.407195	0.399289	0.387626	0.372585	0.355215	0.336899	0.319008	0.302953	0.28985	0.28005	0.273305	0.269002	0.266299	0.264216	0.261716	0.257818	0.251759	0.243167	0.23219	0.219493	0.206115	0.193193	0.18169	0.17221
0.30199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999981	0.999925	0.999699	0.998801	0.995308	0.982756	0.941296	0.89489	0.856743	0.830353	0.814168	0.805759	0.803383	0.806176	0.813986	0.827185	0.846409	0.872044	0.903191	0.936304	0.964635	0.980242	0.978423	0.960921	0.934563	0.906939	0.88324	0.865782	0.85499	0.850425	0.851333	0.856768	0.865437	0.87543	0.884072	0.88817	0.884862	0.872736	0.852492	0.82678	0.799491	0.774497	0.754321	0.739891	0.731101	0.727303	0.72753	0.730498	0.734523	0.73751	0.737134	0.731298	0.718764	0.699691	0.675774	0.649796	0.624729	0.602898	0.585613	0.573262	0.565571	0.561813	0.560906	0.561432	0.56168	0.559786	0.554042	0.543318	0.527454	0.507397	0.484977	0.462371	0.441536	0.423867	0.410103	0.40037	0.394265	0.390979	0.389396	0.388179	0.385891	0.381185	0.373079	0.361225	0.346049	0.328651	0.310447	0.29281	0.277119	0.264427	0.255018	0.248594	0.244517	0.241946	0.239921	0.237435	0.233546	0.227532	0.219063	0.208324	0.196005	0.183142	0.170841	0.160012	0.151193
0.335544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999979	0.999916	0.999665	0.998668	0.994798	0.981004	0.935993	0.886792	0.847425	0.820843	0.80485	0.79669	0.794521	0.797475	0.805438	0.818848	0.838454	0.8648	0.897148	0.931944	0.962036	0.978736	0.976785	0.958072	0.9301	0.901061	0.876378	0.858329	0.847221	0.84252	0.843426	0.848974	0.857857	0.868129	0.877017	0.881171	0.877565	0.864712	0.843376	0.816389	0.787891	0.76195	0.741144	0.726335	0.717325	0.7134	0.713555	0.716483	0.720478	0.723391	0.722826	0.716605	0.703445	0.683535	0.658683	0.631828	0.606066	0.583767	0.566207	0.553708	0.545929	0.542102	0.541121	0.541554	0.54167	0.539578	0.533544	0.522427	0.506093	0.485557	0.462732	0.439862	0.418923	0.401281	0.387621	0.378006	0.371991	0.368743	0.367142	0.365859	0.363463	0.358625	0.350381	0.338414	0.323194	0.305859	0.287849	0.270532	0.255246	0.242982	0.233961	0.227845	0.223981	0.221536	0.219573	0.217117	0.213265	0.207334	0.199032	0.188574	0.176664	0.164327	0.152635	0.142441	0.134226
0.369099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999994	0.999977	0.999908	0.999632	0.998536	0.994291	0.979279	0.930861	0.879123	0.838759	0.812097	0.796323	0.788401	0.786416	0.789508	0.797597	0.811182	0.831112	0.858079	0.891503	0.927839	0.959573	0.977305	0.97523	0.955383	0.925919	0.895597	0.870037	0.851465	0.840074	0.835248	0.836142	0.841778	0.850841	0.861352	0.870452	0.87465	0.870767	0.85725	0.834924	0.80679	0.77721	0.750434	0.72908	0.713944	0.704739	0.700694	0.700772	0.703652	0.707603	0.710441	0.709701	0.703136	0.689423	0.668776	0.643111	0.615502	0.589158	0.56648	0.548708	0.536098	0.528253	0.524367	0.523317	0.523661	0.523655	0.52139	0.515108	0.503665	0.486948	0.466034	0.442908	0.419868	0.3989	0.38134	0.367816	0.358337	0.35242	0.349215	0.347602	0.346262	0.343782	0.338845	0.330511	0.318492	0.303293	0.286085	0.268323	0.251363	0.236501	0.224663	0.216017	0.210192	0.206526	0.204199	0.202298	0.199883	0.196087	0.190264	0.182156	0.172001	0.160511	0.148693	0.137581	0.127976	0.120307
0.402653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999994	0.999975	0.999899	0.999598	0.998404	0.993785	0.977578	0.92589	0.871843	0.830667	0.804009	0.788467	0.780769	0.778949	0.782158	0.790351	0.804083	0.824292	0.851807	0.886203	0.923959	0.957232	0.97594	0.973749	0.952836	0.921988	0.890495	0.864145	0.845103	0.833458	0.828512	0.829387	0.835093	0.844308	0.855027	0.864313	0.868544	0.864404	0.850277	0.827049	0.797874	0.767322	0.739802	0.717965	0.70254	0.693162	0.689003	0.689001	0.691823	0.695725	0.698486	0.697586	0.690713	0.676507	0.655211	0.628831	0.600572	0.573736	0.550747	0.532811	0.520119	0.512223	0.508285	0.50717	0.50743	0.507314	0.504896	0.498404	0.486687	0.469659	0.448448	0.425102	0.401962	0.381021	0.36358	0.350213	0.340879	0.335063	0.331902	0.330283	0.328897	0.326349	0.321341	0.312955	0.30093	0.2858	0.268763	0.251282	0.234698	0.220263	0.208842	0.200553	0.194999	0.191516	0.189298	0.187459	0.185092	0.181364	0.175665	0.167766	0.157923	0.146849	0.135533	0.124967	0.115904	0.108727
0.436208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999973	0.999891	0.999565	0.998272	0.993282	0.9759	0.92107	0.864918	0.823084	0.796492	0.781188	0.773699	0.772026	0.775335	0.783615	0.797471	0.817922	0.845927	0.881207	0.920279	0.954999	0.974635	0.972336	0.950417	0.91828	0.88571	0.858643	0.839177	0.827298	0.822238	0.823088	0.828848	0.838194	0.849094	0.858545	0.862803	0.858423	0.843736	0.81968	0.789557	0.758121	0.729933	0.707666	0.691985	0.682448	0.67818	0.678097	0.680857	0.684705	0.68739	0.686343	0.679193	0.664548	0.642674	0.615665	0.586838	0.559582	0.536339	0.518274	0.505522	0.497586	0.493603	0.492427	0.492608	0.492391	0.48984	0.483168	0.471223	0.453942	0.432498	0.408996	0.385813	0.364939	0.347641	0.334444	0.32526	0.319545	0.31643	0.314807	0.313385	0.310784	0.305727	0.297318	0.285321	0.270296	0.253461	0.23628	0.220081	0.206068	0.195048	0.187094	0.181792	0.178477	0.176361	0.174582	0.172266	0.168614	0.163048	0.155365	0.145834	0.135167	0.124328	0.114273	0.105706	0.0989701
0.469762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999971	0.999883	0.999531	0.99814	0.99278	0.974246	0.916392	0.858319	0.815956	0.789476	0.77441	0.767116	0.765573	0.768968	0.777322	0.791283	0.811946	0.84039	0.87648	0.916777	0.952864	0.973385	0.970983	0.948114	0.914769	0.881206	0.853483	0.833631	0.821535	0.816366	0.817185	0.822988	0.832446	0.843508	0.853105	0.857383	0.85278	0.837575	0.812759	0.781765	0.749524	0.720731	0.698078	0.682166	0.672483	0.66811	0.667946	0.670641	0.674431	0.677043	0.67586	0.668462	0.653423	0.631033	0.603465	0.574142	0.546526	0.523072	0.504906	0.492111	0.484144	0.480121	0.478887	0.478995	0.478687	0.476018	0.469192	0.457058	0.439571	0.417948	0.394341	0.371156	0.35038	0.333242	0.320221	0.311188	0.305574	0.302505	0.300882	0.299429	0.296788	0.2917	0.283291	0.271348	0.256455	0.239841	0.222973	0.207157	0.193555	0.182918	0.17528	0.170211	0.167051	0.165027	0.163307	0.161044	0.157473	0.152045	0.144578	0.135355	0.125079	0.114692	0.105111	0.0969973	0.090659
0.503316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999992	0.999969	0.999874	0.999498	0.998008	0.99228	0.972613	0.911848	0.852018	0.809236	0.782902	0.768071	0.760957	0.759531	0.763001	0.771415	0.785466	0.806317	0.835157	0.871993	0.913436	0.950818	0.972184	0.969687	0.945915	0.911437	0.876953	0.848628	0.828419	0.816121	0.810847	0.811631	0.817466	0.827021	0.838227	0.847956	0.852251	0.84744	0.831754	0.806236	0.77444	0.741461	0.712116	0.689113	0.672992	0.663174	0.6587	0.658453	0.661081	0.664813	0.667354	0.666047	0.658424	0.643031	0.620178	0.592111	0.562351	0.534424	0.510795	0.492553	0.479726	0.471737	0.467677	0.466389	0.466429	0.466037	0.463265	0.456308	0.444016	0.426363	0.404605	0.380934	0.357781	0.337123	0.320157	0.307316	0.298433	0.292918	0.289894	0.288273	0.286797	0.284125	0.279021	0.270629	0.258761	0.244017	0.227638	0.211087	0.195651	0.182446	0.172171	0.164829	0.159976	0.156957	0.15502	0.153356	0.151148	0.14766	0.14237	0.135118	0.126193	0.116291	0.10633	0.0971875	0.0894889	0.083509
