#t	Phi[0]	Phi[1]	Phi[2]	Phi[3]	Phi[4]	Phi[5]	Phi[6]	Phi[7]	Phi[8]	Phi[9]	Phi[10]	Phi[11]	Phi[12]	Phi[13]	Phi[14]	Phi[15]	Phi[16]	Phi[17]	Phi[18]	Phi[19]	Phi[20]	Phi[21]	Phi[22]	Phi[23]	Phi[24]	Phi[25]	Phi[26]	Phi[27]	Phi[28]	Phi[29]	Phi[30]	Phi[31]	Phi[32]	Phi[33]	Phi[34]	Phi[35]	Phi[36]	Phi[37]	Phi[38]	Phi[39]	Phi[40]	Phi[41]	Phi[42]	Phi[43]	Phi[44]	Phi[45]	Phi[46]	Phi[47]	Phi[48]	Phi[49]	Phi[50]	Phi[51]	Phi[52]	Phi[53]	Phi[54]	Phi[55]	Phi[56]	Phi[57]	Phi[58]	Phi[59]	Phi[60]	Phi[61]	Phi[62]	Phi[63]	Phi[64]	Phi[65]	Phi[66]	Phi[67]	Phi[68]	Phi[69]	Phi[70]	Phi[71]	Phi[72]	Phi[73]	Phi[74]	Phi[75]	Phi[76]	Phi[77]	Phi[78]	Phi[79]	Phi[80]	Phi[81]	Phi[82]	Phi[83]	Phi[84]	Phi[85]	Phi[86]	Phi[87]	Phi[88]	Phi[89]	Phi[90]	Phi[91]	Phi[92]	Phi[93]	Phi[94]	Phi[95]	Phi[96]	Phi[97]	Phi[98]	Phi[99]	Phi[100]	Phi[101]	Phi[102]	Phi[103]	Phi[104]	Phi[105]	Phi[106]	Phi[107]	Phi[108]	Phi[109]	Phi[110]	Phi[111]	Phi[112]	Phi[113]	Phi[114]	Phi[115]	Phi[116]	Phi[117]	Phi[118]	Phi[119]	Phi[120]
t	0	3.8147e-07	7.62939e-07	1.52588e-06	3.05176e-06	6.10352e-06	1.2207e-05	2.44141e-05	4.88281e-05	9.76563e-05	0.000195313	0.000390625	0.00078125	0.0015625	0.003125	0.00625	0.0125	0.025	0.05	0.1	0.2	0.4	0.8	1.2	1.6	2	2.4	2.8	3.2	3.6	4	4.4	4.8	5.2	5.6	6	6.4	6.8	7.2	7.6	8	8.4	8.8	9.2	9.6	10	10.4	10.8	11.2	11.6	12	12.4	12.8	13.2	13.6	14	14.4	14.8	15.2	15.6	16	16.4	16.8	17.2	17.6	18	18.4	18.8	19.2	19.6	20	20.4	20.8	21.2	21.6	22	22.4	22.8	23.2	23.6	24	24.4	24.8	25.2	25.6	26	26.4	26.8	27.2	27.6	28	28.4	28.8	29.2	29.6	30	30.4	30.8	31.2	31.6	32	32.4	32.8	33.2	33.6	34	34.4	34.8	35.2	35.6	36	36.4	36.8	37.2	37.6	38	38.4	38.8	39.2	39.6	40
47.2446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.99999	0.999959	0.999838	0.999351	0.996544	0.991731	0.985002	0.976406	0.965994	0.95382	0.939951	0.924462	0.907435	0.888961	0.869135	0.848061	0.825847	0.802609	0.778466	0.753539	0.727952	0.701829	0.675294	0.648466	0.621466	0.594413	0.567419	0.540596	0.514045	0.487861	0.462131	0.436935	0.412346	0.388429	0.365243	0.342835	0.321246	0.300507	0.280639	0.261658	0.243574	0.22639	0.210103	0.194706	0.180183	0.166516	0.153683	0.141657	0.13041	0.119915	0.110139	0.10105	0.0926148	0.0847982	0.077566	0.0708845	0.0647208	0.0590432	0.0538207	0.0490228	0.0446199	0.0405838	0.0368877	0.0335063	0.030416	0.0275945	0.025021	0.0226756	0.0205397	0.0185956	0.0168271	0.0152194	0.0137591	0.0124338	0.011232	0.0101424	0.00915494	0.00826026	0.00744999	0.00671657	0.00605316	0.00545352	0.00491193	0.00442298	0.00398142	0.00358206	0.00322133	0.00289638	0.00260368	0.00233988	0.00210199	0.00188746	0.00169402	0.00151971	0.00136279	0.00122171	0.00109505	0.000981484	0.000879773	0.000788727	0.000707217	0.000634173	0.0005686
51.5396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.99999	0.999958	0.999833	0.999334	0.996455	0.991518	0.984617	0.975804	0.965131	0.952658	0.938454	0.922599	0.905178	0.886289	0.866031	0.844513	0.82185	0.798162	0.773573	0.748209	0.722201	0.695676	0.668761	0.641581	0.61426	0.586918	0.559673	0.532635	0.505908	0.479587	0.45376	0.428506	0.403898	0.379999	0.356865	0.334543	0.313071	0.292477	0.272781	0.253994	0.236124	0.219172	0.203131	0.187992	0.173736	0.160342	0.147785	0.136038	0.12507	0.114851	0.105348	0.0965274	0.0883534	0.0807909	0.0738047	0.0673604	0.0614246	0.0559651	0.0509506	0.0463504	0.0421352	0.0382766	0.034748	0.0315244	0.0285824	0.0258999	0.0234564	0.0212325	0.0192099	0.0173713	0.015701	0.0141844	0.0128086	0.0115617	0.0104322	0.0094095	0.00848377	0.00764606	0.0068883	0.00620325	0.00558433	0.00502556	0.00452145	0.00406686	0.0036568	0.0032864	0.00295221	0.0026515	0.00238094	0.00213736	0.00191797	0.00172036	0.00154239	0.00138221	0.00123818	0.00110883	0.000992816	0.000888906	0.00079593	0.000712786	0.000638422	0.000571851	0.000512154
55.8346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999989	0.999957	0.999829	0.999318	0.99637	0.991314	0.98425	0.97523	0.964309	0.951551	0.937029	0.920826	0.903034	0.883751	0.863086	0.841151	0.818065	0.793954	0.768948	0.743178	0.716777	0.689879	0.662615	0.635112	0.607499	0.579897	0.552426	0.525198	0.498318	0.471882	0.445976	0.420681	0.396066	0.372196	0.349124	0.326894	0.305542	0.285094	0.265566	0.24697	0.229308	0.212578	0.196773	0.181878	0.167874	0.154738	0.142441	0.130954	0.120246	0.110285	0.101034	0.0924608	0.0845276	0.0771986	0.0704378	0.0642104	0.0584825	0.0532215	0.0483959	0.043975	0.0399295	0.0362312	0.0328536	0.029772	0.0269631	0.0244053	0.0220782	0.0199629	0.0180413	0.0162968	0.0147137	0.0132781	0.0119774	0.0107998	0.00973433	0.0087707	0.00789943	0.00711191	0.00640038	0.00575783	0.00517796	0.00465501	0.00418373	0.00375919	0.00337665	0.0030315	0.00272045	0.00244084	0.00218952	0.00196351	0.00176017	0.00157722	0.00141264	0.00126467	0.00113177	0.00101253	0.000905689	0.000810087	0.000724624	0.000648267	0.000580037	0.000519016	0.000464353
60.1295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999989	0.999956	0.999826	0.999303	0.996289	0.99112	0.983898	0.97468	0.963523	0.950493	0.935667	0.919133	0.900986	0.88133	0.860278	0.837946	0.814461	0.789952	0.764554	0.738402	0.711636	0.684391	0.656802	0.629002	0.60112	0.573282	0.545607	0.51821	0.491196	0.464661	0.438693	0.413369	0.38876	0.364927	0.341923	0.31979	0.29856	0.278258	0.258897	0.240486	0.223026	0.206511	0.190931	0.17627	0.162505	0.149612	0.13756	0.126318	0.115854	0.106132	0.0971174	0.0887735	0.0810635	0.0739504	0.0673976	0.0613698	0.0558328	0.0507538	0.0461011	0.041844	0.0379532	0.0344008	0.0311604	0.0282075	0.0255192	0.0230741	0.0208522	0.0188347	0.0170041	0.0153441	0.0138394	0.0124765	0.0112429	0.0101273	0.00911898	0.00820803	0.00738528	0.00664242	0.00597195	0.00536713	0.00482187	0.00433065	0.0038884	0.00349041	0.00313217	0.00280928	0.00251859	0.00225755	0.00202314	0.00181255	0.00162329	0.00145318	0.00130031	0.00116301	0.00103981	0.000929391	0.000830547	0.000742176	0.000663247	0.000592787	0.000529883	0.000473676	0.000423374
64.4245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999989	0.999955	0.999822	0.999288	0.99621	0.990932	0.98356	0.974151	0.962767	0.949476	0.934359	0.917508	0.899021	0.87901	0.857588	0.834881	0.811016	0.78613	0.760361	0.73385	0.706739	0.679169	0.651279	0.623203	0.595073	0.567018	0.539159	0.51161	0.484479	0.457861	0.431842	0.406501	0.381907	0.35812	0.335189	0.313155	0.292049	0.271892	0.252696	0.234466	0.217201	0.200893	0.18553	0.171092	0.157555	0.144893	0.133073	0.122062	0.111826	0.10233	0.0935355	0.0854062	0.0779041	0.0709917	0.0646319	0.058789	0.0534284	0.0485173	0.0440238	0.0399172	0.0361684	0.0327496	0.0296347	0.0267995	0.0242212	0.0218787	0.0197524	0.0178238	0.0160757	0.0144922	0.0130584	0.0117611	0.0105881	0.00952835	0.00857153	0.00770796	0.00692879	0.00622598	0.00559231	0.00502126	0.00450695	0.00404406	0.00362771	0.00325339	0.00291678	0.00261369	0.0023411	0.00209653	0.00187712	0.00168019	0.00150338	0.00134461	0.00120208	0.0010742	0.000959556	0.000856897	0.000765082	0.000683066	0.000609873	0.000544587	0.000486351	0.00043436	0.000387874
68.7195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999989	0.999955	0.999818	0.999274	0.996134	0.990752	0.983234	0.973641	0.962038	0.948496	0.9331	0.915943	0.897132	0.876779	0.855004	0.831937	0.807711	0.782466	0.756346	0.729495	0.70206	0.674185	0.646012	0.617679	0.589321	0.561066	0.533039	0.505354	0.478119	0.45143	0.425373	0.400025	0.375453	0.351716	0.328863	0.306931	0.285949	0.265936	0.246902	0.228849	0.211774	0.195666	0.180511	0.166287	0.152968	0.140525	0.128925	0.118133	0.108114	0.0988293	0.090242	0.0823139	0.0750064	0.0682813	0.0621014	0.0564304	0.0512337	0.0464781	0.0421319	0.0381644	0.0345466	0.0312509	0.0282514	0.0255241	0.0230467	0.0207982	0.0187593	0.0169119	0.0152391	0.0137253	0.0123561	0.0111184	0.0100004	0.00899134	0.00808114	0.00726043	0.00652065	0.00585401	0.00525352	0.00471289	0.00422643	0.00378901	0.00339593	0.00304284	0.00272561	0.00244026	0.00218385	0.001954	0.00174798	0.00156324	0.00139752	0.00124886	0.00111552	0.000995998	0.000888947	0.00079317	0.000707582	0.000631191	0.000563072	0.00050236	0.000448247	0.000399978	0.000356857
77.3094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999988	0.999953	0.999812	0.999247	0.995991	0.990408	0.982614	0.972673	0.960655	0.946637	0.930711	0.91298	0.893556	0.87256	0.850124	0.826384	0.801484	0.775571	0.748799	0.72132	0.693288	0.664855	0.636169	0.607371	0.578602	0.549995	0.521674	0.493758	0.466351	0.439552	0.413445	0.388105	0.363596	0.339975	0.317285	0.295561	0.274827	0.255097	0.236377	0.218665	0.201952	0.186225	0.171462	0.15764	0.144729	0.132695	0.121503	0.111115	0.101493	0.0925977	0.0843893	0.0768281	0.0698745	0.0634894	0.0576348	0.0522741	0.0473723	0.0428962	0.038814	0.0350952	0.0317111	0.0286345	0.0258402	0.0233044	0.0210055	0.0189231	0.0170384	0.0153339	0.0137935	0.012402	0.0111458	0.0100123	0.00899036	0.00806963	0.00724058	0.00649437	0.00582292	0.00521894	0.00467585	0.00418777	0.00374935	0.0033558	0.00300274	0.00268613	0.00240216	0.00214717	0.00191845	0.00171375	0.00153058	0.00136659	0.00121975	0.00108825	0.000970513	0.000865155	0.00077095	0.000686803	0.000611728	0.00054482	0.000485246	0.000432228	0.000385044	0.000343019	0.000305539
85.8993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999988	0.999951	0.999805	0.999222	0.995854	0.990083	0.982027	0.971757	0.959346	0.94488	0.928456	0.910184	0.890185	0.86859	0.845536	0.821171	0.795645	0.769117	0.741746	0.713693	0.685119	0.656182	0.627035	0.597826	0.568697	0.539785	0.511216	0.483108	0.455569	0.428693	0.402564	0.377255	0.352829	0.329337	0.30682	0.285308	0.264821	0.245369	0.226953	0.209567	0.193198	0.177829	0.163434	0.149986	0.137451	0.125794	0.114976	0.104957	0.095697	0.0871541	0.0792875	0.0720562	0.0654197	0.0593382	0.0537733	0.048688	0.0440473	0.0398178	0.0359679	0.0324674	0.029288	0.0264028	0.0237871	0.0214179	0.0192738	0.0173351	0.0155835	0.0140022	0.0125755	0.011289	0.0101295	0.00908515	0.00814511	0.00729958	0.00653947	0.00585643	0.00524284	0.00469181	0.00419714	0.00375329	0.00335525	0.00299851	0.00267896	0.00239286	0.00213665	0.00190697	0.00170128	0.00151747	0.00135324	0.00120644	0.0010752	0.000957857	0.000852968	0.000759256	0.000675594	0.000600977	0.000534501	0.000475341	0.000422738	0.000375989	0.000334439	0.000297488	0.000264581
94.4893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999987	0.99995	0.999799	0.999197	0.995724	0.989772	0.981467	0.970884	0.9581	0.943208	0.926311	0.907528	0.886986	0.864825	0.841191	0.816239	0.79013	0.763029	0.735104	0.706522	0.677451	0.648056	0.618493	0.588914	0.559467	0.530289	0.501508	0.473242	0.4456	0.418673	0.392546	0.367288	0.342958	0.319605	0.297266	0.275968	0.255725	0.236545	0.218423	0.20135	0.185309	0.170278	0.15623	0.143132	0.130948	0.119641	0.109168	0.0994887	0.0905597	0.0823388	0.0747834	0.0678515	0.061502	0.0556944	0.05039	0.0455519	0.0411447	0.0371354	0.0334923	0.0301857	0.0271876	0.0244717	0.0220137	0.019791	0.0177829	0.0159701	0.014335	0.0128612	0.0115336	0.0103384	0.00926299	0.00829582	0.00742662	0.00664601	0.00594534	0.00531667	0.00475277	0.00424714	0.00379393	0.00338789	0.0030243	0.00269891	0.00240787	0.00214767	0.001915	0.00170675	0.00152052	0.00135434	0.00120606	0.00107372	0.000955582	0.000850112	0.000755977	0.000671998	0.000597134	0.000530458	0.000471138	0.000418417	0.000371599	0.000330043	0.000293159	0.0002604	0.000231268
103.079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999987	0.999948	0.999793	0.999174	0.995599	0.989474	0.98093	0.970046	0.956906	0.941607	0.924259	0.904988	0.88393	0.861233	0.83705	0.811546	0.784888	0.75725	0.728808	0.699735	0.670205	0.640388	0.610446	0.580535	0.550803	0.521391	0.492429	0.464033	0.436312	0.409357	0.383249	0.358056	0.333833	0.310627	0.288471	0.267386	0.247385	0.228469	0.210632	0.19386	0.178132	0.163423	0.149702	0.136933	0.125078	0.114097	0.103946	0.0945805	0.0859576	0.078033	0.0707632	0.0641054	0.0580177	0.0524594	0.0473916	0.0427772	0.0385811	0.0347701	0.031313	0.0281804	0.0253446	0.0227799	0.0204625	0.0183702	0.0164829	0.0147817	0.0132497	0.0118708	0.0106307	0.00951587	0.00851422	0.00761475	0.00680759	0.00608373	0.00543493	0.00485362	0.00433296	0.00386677	0.0034495	0.00307619	0.00274238	0.00244406	0.00217759	0.00193968	0.00172724	0.00153737	0.00136781	0.00121671	0.00108207	0.000962067	0.000855085	0.000759713	0.000674709	0.000598982	0.000531568	0.000471606	0.000418329	0.000371036	0.00032909	0.000291905	0.00025894	0.000229699	0.00020373
111.669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999987	0.999947	0.999788	0.999151	0.995479	0.989187	0.980413	0.969239	0.955756	0.940065	0.922286	0.902548	0.880997	0.857788	0.833084	0.807055	0.779879	0.751735	0.722807	0.693275	0.663319	0.633113	0.602824	0.57261	0.542623	0.513005	0.483886	0.455384	0.427604	0.400638	0.374564	0.349447	0.325341	0.302287	0.280315	0.259443	0.23968	0.221023	0.203463	0.18698	0.171552	0.157149	0.143738	0.131281	0.119736	0.10906	0.0992091	0.0901369	0.0817984	0.0741484	0.0671424	0.0607371	0.05489	0.0495603	0.0447089	0.0402987	0.0362946	0.0326639	0.0293754	0.0264002	0.0237111	0.0212827	0.0190916	0.0171165	0.0153373	0.0137361	0.0122961	0.0110019	0.00983958	0.00879618	0.00786001	0.00702052	0.00626821	0.00559447	0.00499141	0.00445181	0.00396915	0.00353757	0.00315181	0.00280715	0.00249936	0.00222466	0.00197961	0.0017611	0.00156624	0.00139232	0.00123721	0.00109916	0.000976303	0.000866942	0.000769578	0.000682895	0.00060574	0.000537095	0.000476063	0.000421848	0.000373735	0.000331077	0.000293287	0.000259824	0.000230193	0.000203941	0.000180656
120.259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999986	0.999946	0.999782	0.999129	0.995362	0.988909	0.979912	0.968459	0.954644	0.938576	0.92038	0.900194	0.87817	0.854471	0.829268	0.802739	0.77507	0.746448	0.717062	0.687099	0.656745	0.626178	0.595568	0.565078	0.534861	0.50506	0.475806	0.447216	0.419395	0.392433	0.366405	0.341374	0.317391	0.294493	0.272707	0.252047	0.232518	0.214115	0.196822	0.180619	0.165479	0.151369	0.138253	0.126091	0.114839	0.104451	0.0948823	0.0860846	0.0780116	0.0706172	0.0638564	0.057685	0.0520605	0.0469416	0.0422893	0.0380666	0.0342387	0.0307728	0.0276383	0.0248065	0.0222507	0.019946	0.0178696	0.0160003	0.014319	0.0128078	0.0114507	0.0102326	0.00914008	0.00816067	0.00728309	0.00649717	0.0057938	0.00516469	0.0046023	0.00409975	0.0036508	0.00324988	0.00289197	0.00257261	0.00228778	0.00203388	0.00180767	0.0016062	0.00142677	0.00126681	0.00112435	0.000997698	0.000885126	0.000785042	0.000696048	0.000616918	0.000546574	0.000484068	0.000428563	0.000379316	0.000335663	0.000297004	0.000262793	0.000232534	0.000205769	0.000182084	0.000161101
128.849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999986	0.999944	0.999777	0.999108	0.995249	0.988639	0.979425	0.967701	0.953565	0.937132	0.918533	0.897914	0.875434	0.851264	0.825583	0.798577	0.770438	0.741361	0.711541	0.681172	0.650444	0.619539	0.588633	0.55789	0.527465	0.497501	0.468131	0.43947	0.411623	0.384677	0.358706	0.333769	0.309914	0.287175	0.265575	0.245126	0.225828	0.207671	0.190639	0.174706	0.159843	0.146014	0.13318	0.121298	0.110324	0.100209	0.0909058	0.082366	0.074542	0.0673869	0.0608549	0.0549015	0.0494837	0.0445603	0.0400923	0.0360428	0.0323772	0.0290629	0.0260698	0.0233695	0.0209357	0.0187441	0.0167721	0.0149994	0.0134069	0.0119775	0.0106954	0.0095462	0.00851677	0.00759509	0.00677029	0.00603257	0.00537316	0.0047841	0.00425816	0.00378874	0.00336992	0.00299635	0.00266327	0.00236643	0.002102	0.00186656	0.00165705	0.00147068	0.00130488	0.00115726	0.00102595	0.000909345	0.00080582	0.000713889	0.000632243	0.000559733	0.000495352	0.000438213	0.000387534	0.00034262	0.000302852	0.000267672	0.000236574	0.000209096	0.000184819	0.000163358	0.000144367
137.439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999986	0.999943	0.999772	0.999087	0.995138	0.988376	0.978952	0.966964	0.952516	0.935729	0.91674	0.895702	0.872782	0.848158	0.822017	0.794552	0.765963	0.736452	0.706221	0.675468	0.644388	0.613168	0.581986	0.55101	0.520396	0.490288	0.460818	0.432101	0.404241	0.377321	0.351415	0.326578	0.302856	0.280278	0.258865	0.238625	0.219553	0.201638	0.184859	0.169187	0.154591	0.141031	0.128467	0.116854	0.106143	0.0962865	0.0872347	0.0789383	0.0713487	0.0644181	0.0581004	0.0523506	0.0471257	0.0423843	0.0380875	0.0341986	0.0306831	0.027509	0.0246463	0.0220671	0.0197454	0.0176575	0.0157813	0.0140967	0.0125854	0.0112306	0.0100169	0.00893034	0.0079582	0.00708887	0.00631186	0.00561773	0.00499802	0.00444508	0.00395196	0.00351236	0.0031206	0.00277157	0.00246075	0.00218405	0.00193785	0.0017189	0.00152428	0.00135135	0.00119768	0.00106103	0.000939602	0.0008319	0.000736385	0.000651661	0.000576502	0.000509831	0.000450702	0.000398284	0.000351845	0.000310734	0.000274373	0.00024224	0.000213865	0.000188819	0.000166713	0.000147192	0.000129938
154.619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999985	0.99994	0.999762	0.999048	0.994926	0.987869	0.97804	0.965546	0.9505	0.933034	0.9133	0.891463	0.867705	0.842221	0.81521	0.786882	0.75745	0.727129	0.696133	0.66467	0.632945	0.601153	0.569477	0.538089	0.507146	0.476796	0.447169	0.418377	0.390521	0.363682	0.337926	0.313305	0.289857	0.267605	0.246563	0.226732	0.208101	0.190651	0.174356	0.159182	0.145091	0.132039	0.11998	0.108867	0.0986464	0.0892682	0.0806803	0.0728312	0.0656709	0.0591506	0.053223	0.0478429	0.042967	0.0385542	0.0345656	0.030965	0.0277186	0.0247948	0.0221644	0.0198004	0.0176778	0.0157734	0.0140663	0.0125372	0.0111687	0.00994468	0.00885073	0.00787364	0.00700144	0.00622326	0.0055293	0.00491076	0.00435977	0.00386923	0.00343273	0.00304445	0.00269919	0.00239227	0.00211954	0.00187728	0.0016622	0.00147133	0.00130203	0.00115191	0.00101881	0.000900698	0.00079598	0.000703289	0.000621257	0.000548648	0.000484374	0.000427483	0.000377136	0.0003326	0.000293227	0.000258444	0.000227742	0.000200664	0.000176798	0.000155774	0.000137253	0.000120932	0.000106534
171.799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999985	0.999938	0.999752	0.999009	0.994721	0.987382	0.977164	0.964183	0.948564	0.930449	0.910004	0.887407	0.862856	0.836558	0.808729	0.779593	0.749375	0.718305	0.686605	0.654495	0.622189	0.589886	0.557775	0.526032	0.494816	0.464274	0.434533	0.405707	0.377891	0.35116	0.325577	0.301187	0.278022	0.2561	0.235426	0.215995	0.197791	0.180789	0.164955	0.150251	0.136634	0.124056	0.112467	0.101815	0.0920452	0.0831047	0.0749393	0.067496	0.0607235	0.0545723	0.0489945	0.0439447	0.0393796	0.0352582	0.0315421	0.0281957	0.0251856	0.0224811	0.0200537	0.0178772	0.0159273	0.0141819	0.0126209	0.0112258	0.00997987	0.008868	0.00787643	0.0069927	0.00620552	0.00550469	0.00488104	0.00432635	0.00383327	0.0033952	0.00300619	0.00266088	0.00235445	0.00208261	0.00184155	0.00162787	0.00143854	0.00127086	0.00112243	0.000991078	0.000874846	0.000771925	0.000680857	0.000600406	0.000529347	0.000466575	0.000411121	0.000362135	0.000318874	0.000280683	0.000246986	0.000217276	0.000191101	0.000168059	0.000147789	0.000129964	0.00011429	0.000100503	8.83654e-05
188.979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999984	0.999936	0.999743	0.998972	0.994523	0.98691	0.976316	0.962866	0.946695	0.927957	0.906829	0.883506	0.858197	0.831126	0.802524	0.772626	0.741673	0.709903	0.677553	0.64485	0.612014	0.579252	0.546758	0.514707	0.483263	0.45257	0.422754	0.393926	0.366176	0.339577	0.314184	0.290037	0.267162	0.24557	0.22526	0.206221	0.18843	0.171857	0.156463	0.142205	0.129035	0.116901	0.10575	0.0955266	0.0861741	0.0776366	0.0698585	0.0627859	0.0563665	0.0505499	0.0452883	0.040536	0.0362499	0.0323893	0.0289165	0.0257961	0.0229957	0.0204852	0.0182369	0.0162253	0.0144271	0.0128209	0.0113874	0.0101089	0.00896954	0.00795486	0.00705181	0.00624861	0.00553461	0.00490021	0.0043368	0.00383669	0.00339301	0.0029996	0.00265093	0.00234203	0.00206844	0.00182621	0.00161182	0.00142215	0.00125442	0.00110615	0.000975148	0.000859442	0.000757248	0.000666933	0.000587173	0.000516843	0.000454837	0.000400166	0.000351961	0.000309461	0.000271999	0.00023899	0.000209921	0.000184338	0.00016184	0.00014207	0.000124708	0.000109467	9.60888e-05	8.43422e-05	7.40196e-05
206.158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999983	0.999933	0.999734	0.998936	0.99433	0.986452	0.975493	0.961588	0.944882	0.925542	0.903756	0.879735	0.853701	0.825892	0.796553	0.765934	0.734287	0.701863	0.668907	0.635656	0.602336	0.56916	0.536325	0.504008	0.472373	0.441564	0.411705	0.382902	0.355241	0.328791	0.303601	0.279706	0.257124	0.235861	0.215911	0.197254	0.179864	0.163705	0.148732	0.134898	0.12215	0.110435	0.0996944	0.0898709	0.0809058	0.0727414	0.0653208	0.0585889	0.0524929	0.046982	0.0420082	0.0375258	0.0334921	0.0298669	0.0266128	0.0236953	0.0210825	0.0187451	0.0166562	0.014791	0.0131271	0.0116439	0.0103228	0.0091469	0.00810104	0.00717144	0.00634572	0.0056127	0.00496234	0.00438559	0.00387435	0.00342141	0.00302032	0.00266535	0.00235132	0.00207363	0.00182813	0.00161118	0.00141952	0.00125026	0.00110086	0.000969029	0.000852762	0.000750255	0.000659882	0.000580162	0.000509889	0.000448032	0.000393593	0.00034568	0.000303509	0.000266397	0.000233744	0.000205025	0.000179779	0.000157599	0.000138128	0.000121047	0.000106071	9.2946e-05	8.14447e-05	7.13631e-05	6.25193e-05
223.338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999983	0.999931	0.999725	0.9989	0.994142	0.986004	0.974691	0.960343	0.943118	0.923193	0.900771	0.876075	0.849343	0.820827	0.790784	0.759479	0.727175	0.694135	0.660613	0.626853	0.593089	0.559538	0.526399	0.493851	0.462059	0.431163	0.401286	0.37253	0.344978	0.318692	0.293716	0.270078	0.247792	0.226857	0.20726	0.188978	0.171976	0.156215	0.141646	0.128216	0.11587	0.10455	0.0941952	0.0847466	0.0761434	0.0683261	0.0612369	0.05482	0.0490219	0.0437918	0.0390815	0.0348457	0.0310418	0.0276303	0.0245744	0.0218401	0.0193964	0.0172146	0.0152686	0.0135344	0.0119904	0.0106166	0.00939539	0.00831046	0.00734729	0.0064928	0.00573519	0.00506388	0.00446934	0.00394306	0.0034774	0.00306559	0.00270158	0.00237999	0.00209599	0.0018453	0.00162407	0.0014289	0.00125679	0.00110507	0.000971369	0.000853606	0.000749923	0.000658667	0.000578352	0.000507631	0.000445398	0.000390711	0.000342663	0.000300447	0.000263356	0.00023077	0.00020215	0.000177021	0.000154968	0.000135627	0.000118676	0.000103829	9.08334e-05	7.9462e-05	6.95132e-05	6.08065e-05	5.31817e-05
240.518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999982	0.999929	0.999716	0.998866	0.993958	0.985567	0.973906	0.959126	0.941394	0.920901	0.897862	0.872513	0.845107	0.815909	0.785192	0.753231	0.720303	0.686681	0.652627	0.618395	0.584221	0.550329	0.516918	0.484171	0.452248	0.421292	0.39142	0.362731	0.335303	0.309192	0.284438	0.261063	0.239074	0.218464	0.199215	0.181298	0.164674	0.149297	0.135115	0.122071	0.110107	0.0991613	0.0891717	0.0800757	0.0718116	0.0643186	0.0575381	0.0514135	0.0458912	0.0409202	0.0364524	0.0324429	0.0288495	0.0256331	0.0227576	0.0201899	0.0178994	0.0158583	0.0140412	0.012425	0.0109886	0.00971304	0.00858112	0.00757736	0.00668786	0.00590013	0.00520295	0.00458626	0.00404107	0.0035593	0.00313377	0.00275809	0.00242659	0.00213422	0.00187647	0.00164933	0.00144922	0.00127299	0.00111783	0.000981287	0.000861167	0.000755539	0.000662693	0.00058111	0.000509428	0.000446415	0.000391058	0.000342492	0.000299892	0.000262524	0.000229746	0.000200998	0.000175791	0.000153695	0.000134336	0.000117385	0.000102552	8.95808e-05	7.82441e-05	6.83396e-05	5.96875e-05	5.21276e-05	4.55176e-05
