#t	Phi[0]	Phi[1]	Phi[2]	Phi[3]	Phi[4]	Phi[5]	Phi[6]	Phi[7]	Phi[8]	Phi[9]	Phi[10]	Phi[11]	Phi[12]	Phi[13]	Phi[14]	Phi[15]	Phi[16]	Phi[17]	Phi[18]	Phi[19]	Phi[20]	Phi[21]	Phi[22]	Phi[23]	Phi[24]	Phi[25]	Phi[26]	Phi[27]	Phi[28]	Phi[29]	Phi[30]	Phi[31]	Phi[32]	Phi[33]	Phi[34]	Phi[35]	Phi[36]	Phi[37]	Phi[38]	Phi[39]	Phi[40]	Phi[41]	Phi[42]	Phi[43]	Phi[44]	Phi[45]	Phi[46]	Phi[47]	Phi[48]	Phi[49]	Phi[50]	Phi[51]	Phi[52]	Phi[53]	Phi[54]	Phi[55]	Phi[56]	Phi[57]	Phi[58]	Phi[59]	Phi[60]	Phi[61]	Phi[62]	Phi[63]	Phi[64]	Phi[65]	Phi[66]	Phi[67]	Phi[68]	Phi[69]	Phi[70]	Phi[71]	Phi[72]	Phi[73]	Phi[74]	Phi[75]	Phi[76]	Phi[77]	Phi[78]	Phi[79]	Phi[80]	Phi[81]	Phi[82]	Phi[83]	Phi[84]	Phi[85]	Phi[86]	Phi[87]	Phi[88]	Phi[89]	Phi[90]	Phi[91]	Phi[92]	Phi[93]	Phi[94]	Phi[95]	Phi[96]	Phi[97]	Phi[98]	Phi[99]	Phi[100]	Phi[101]	Phi[102]	Phi[103]	Phi[104]	Phi[105]	Phi[106]	Phi[107]	Phi[108]	Phi[109]	Phi[110]	Phi[111]	Phi[112]	Phi[113]	Phi[114]	Phi[115]	Phi[116]	Phi[117]	Phi[118]	Phi[119]	Phi[120]
t	0	3.8147e-07	7.62939e-07	1.52588e-06	3.05176e-06	6.10352e-06	1.2207e-05	2.44141e-05	4.88281e-05	9.76563e-05	0.000195313	0.000390625	0.00078125	0.0015625	0.003125	0.00625	0.0125	0.025	0.05	0.1	0.2	0.4	0.8	1.2	1.6	2	2.4	2.8	3.2	3.6	4	4.4	4.8	5.2	5.6	6	6.4	6.8	7.2	7.6	8	8.4	8.8	9.2	9.6	10	10.4	10.8	11.2	11.6	12	12.4	12.8	13.2	13.6	14	14.4	14.8	15.2	15.6	16	16.4	16.8	17.2	17.6	18	18.4	18.8	19.2	19.6	20	20.4	20.8	21.2	21.6	22	22.4	22.8	23.2	23.6	24	24.4	24.8	25.2	25.6	26	26.4	26.8	27.2	27.6	28	28.4	28.8	29.2	29.6	30	30.4	30.8	31.2	31.6	32	32.4	32.8	33.2	33.6	34	34.4	34.8	35.2	35.6	36	36.4	36.8	37.2	37.6	38	38.4	38.8	39.2	39.6	40
0.00393216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999985	0.999965	0.999938	0.999903	0.999861	0.99981	0.999752	0.999686	0.999613	0.999531	0.999442	0.999345	0.999241	0.999128	0.999008	0.99888	0.998745	0.998602	0.998451	0.998292	0.998125	0.997951	0.997769	0.997579	0.997382	0.997177	0.996964	0.996743	0.996515	0.996279	0.996035	0.995784	0.995524	0.995258	0.994983	0.994701	0.994411	0.994113	0.993808	0.993495	0.993175	0.992847	0.992511	0.992167	0.991816	0.991457	0.991091	0.990717	0.990335	0.989946	0.989549	0.989145	0.988733	0.988313	0.987886	0.987451	0.987009	0.986559	0.986102	0.985637	0.985165	0.984684	0.984197	0.983702	0.9832	0.98269	0.982173	0.981648	0.981115	0.980575	0.980028	0.979474	0.978912	0.978343	0.977766	0.977181	0.976589	0.975989	0.975383	0.974769	0.974149	0.97352	0.972884	0.972242	0.971592	0.970935	0.97027	0.969598	0.968917	0.968228	0.967532	0.966828	0.966118	0.965401	0.964678	0.963949	0.963214	0.962473	0.961725
0.0041943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999984	0.999963	0.999934	0.999897	0.999851	0.999798	0.999736	0.999666	0.999587	0.999501	0.999406	0.999302	0.999191	0.999071	0.998943	0.998807	0.998663	0.99851	0.998349	0.99818	0.998002	0.997817	0.997623	0.99742	0.99721	0.996991	0.996765	0.99653	0.996286	0.996035	0.995775	0.995507	0.995231	0.994947	0.994654	0.994354	0.994045	0.993728	0.993402	0.993069	0.992728	0.992378	0.99202	0.991654	0.99128	0.990898	0.990507	0.990109	0.989702	0.989288	0.988865	0.988434	0.987995	0.987548	0.987093	0.98663	0.98616	0.985681	0.985194	0.984698	0.984195	0.983684	0.983164	0.982637	0.982102	0.98156	0.981009	0.98045	0.979883	0.979308	0.978725	0.978135	0.977537	0.976931	0.976317	0.975694	0.975064	0.974426	0.97378	0.973127	0.972466	0.971797	0.971121	0.970436	0.969745	0.969046	0.968338	0.967622	0.966898	0.966165	0.965424	0.964675	0.963919	0.963156	0.962387	0.961611	0.96083	0.960041	0.959246
0.00471859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999982	0.999958	0.999926	0.999884	0.999833	0.999773	0.999703	0.999625	0.999537	0.999439	0.999333	0.999217	0.999092	0.998957	0.998813	0.998661	0.998498	0.998327	0.998146	0.997956	0.997757	0.997548	0.997331	0.997104	0.996867	0.996622	0.996367	0.996104	0.99583	0.995548	0.995256	0.994956	0.994646	0.994327	0.993998	0.993661	0.993314	0.992958	0.992593	0.992219	0.991836	0.991443	0.991042	0.990631	0.990211	0.989782	0.989344	0.988897	0.988441	0.987976	0.987502	0.987018	0.986526	0.986024	0.985514	0.984995	0.984466	0.983929	0.983383	0.982828	0.982263	0.981689	0.981107	0.980516	0.979916	0.979308	0.97869	0.978063	0.977428	0.976783	0.97613	0.975469	0.974799	0.974119	0.973431	0.972733	0.972026	0.971311	0.970588	0.969856	0.969116	0.968367	0.967609	0.966842	0.966068	0.965285	0.964493	0.963691	0.96288	0.962059	0.961229	0.96039	0.959543	0.958689	0.957828	0.95696	0.956086	0.955204	0.954314
0.00524288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.99998	0.999954	0.999918	0.999872	0.999815	0.999748	0.999671	0.999584	0.999486	0.999378	0.99926	0.999131	0.998993	0.998844	0.998684	0.998515	0.998335	0.998145	0.997944	0.997734	0.997513	0.997281	0.99704	0.996788	0.996526	0.996254	0.995972	0.995679	0.995376	0.995063	0.99474	0.994406	0.994063	0.993709	0.993345	0.992971	0.992587	0.992192	0.991787	0.991373	0.990948	0.990513	0.990068	0.989613	0.989147	0.988672	0.988186	0.987691	0.987185	0.98667	0.986145	0.985609	0.985063	0.984507	0.983942	0.983367	0.982781	0.982186	0.981581	0.980966	0.98034	0.979705	0.97906	0.978406	0.977742	0.977068	0.976384	0.97569	0.974986	0.974272	0.973549	0.972817	0.972075	0.971323	0.970561	0.969789	0.969006	0.968215	0.967414	0.966605	0.965786	0.964957	0.964118	0.96327	0.962414	0.961548	0.960672	0.959785	0.958887	0.957979	0.957061	0.956133	0.955196	0.954252	0.9533	0.952341	0.951374	0.9504	0.949418
0.00576717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999994	0.999978	0.999949	0.99991	0.999859	0.999797	0.999724	0.999639	0.999543	0.999436	0.999317	0.999188	0.999046	0.998894	0.99873	0.998555	0.998369	0.998172	0.997963	0.997743	0.997512	0.997269	0.997015	0.99675	0.996474	0.996186	0.995888	0.995578	0.995257	0.994924	0.99458	0.994226	0.99386	0.993482	0.993094	0.992695	0.992284	0.991862	0.991429	0.990985	0.99053	0.990064	0.989586	0.989098	0.988599	0.988088	0.987566	0.987033	0.98649	0.985935	0.98537	0.984793	0.984206	0.983607	0.982997	0.982377	0.981746	0.981104	0.980452	0.979788	0.979113	0.978427	0.977731	0.977024	0.976306	0.975578	0.974839	0.974089	0.973328	0.972556	0.971774	0.970982	0.97018	0.969367	0.968542	0.967707	0.966861	0.966004	0.965136	0.964259	0.963373	0.962476	0.961567	0.960649	0.95972	0.958782	0.957834	0.956874	0.955903	0.95492	0.953926	0.95292	0.951904	0.950878	0.949844	0.948802	0.947753	0.946696	0.94563	0.944556
0.00629146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999994	0.999976	0.999945	0.999902	0.999847	0.999779	0.999699	0.999607	0.999502	0.999386	0.999257	0.999115	0.998962	0.998796	0.998618	0.998427	0.998224	0.998009	0.997782	0.997543	0.997291	0.997027	0.99675	0.996462	0.996161	0.995848	0.995523	0.995185	0.994836	0.994474	0.9941	0.993713	0.993315	0.992904	0.992482	0.992047	0.9916	0.991141	0.990669	0.990186	0.98969	0.989183	0.988664	0.988132	0.987589	0.987033	0.986465	0.985885	0.985294	0.984691	0.984076	0.983448	0.982809	0.982158	0.981495	0.98082	0.980133	0.979435	0.978725	0.978003	0.97727	0.976524	0.975766	0.974997	0.974217	0.973425	0.972622	0.971806	0.970979	0.97014	0.96929	0.968429	0.967557	0.966673	0.965777	0.964869	0.963949	0.963018	0.962076	0.961123	0.960159	0.959185	0.958198	0.9572	0.956192	0.955173	0.954143	0.953101	0.952047	0.950979	0.949899	0.948806	0.947703	0.946589	0.945466	0.944335	0.943196	0.94205	0.940894	0.939729
0.00681574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999974	0.99994	0.999894	0.999834	0.999761	0.999675	0.999575	0.999462	0.999336	0.999196	0.999044	0.998878	0.998698	0.998505	0.998299	0.99808	0.997848	0.997602	0.997343	0.997071	0.996785	0.996487	0.996174	0.995849	0.995511	0.995159	0.994795	0.994417	0.994025	0.993621	0.993203	0.992772	0.992328	0.991872	0.991402	0.990919	0.990422	0.989913	0.98939	0.988855	0.988306	0.987745	0.987171	0.986583	0.985983	0.985369	0.984743	0.984103	0.983452	0.982787	0.982109	0.981419	0.980715	0.979998	0.979269	0.978528	0.977774	0.977007	0.976228	0.975435	0.974629	0.973811	0.97298	0.972138	0.971283	0.970416	0.969535	0.968642	0.967736	0.966819	0.965889	0.964948	0.963994	0.963027	0.962047	0.961054	0.960049	0.959032	0.958004	0.956965	0.955913	0.954849	0.953772	0.952685	0.951586	0.950475	0.949352	0.948214	0.947063	0.945898	0.944719	0.943529	0.942328	0.941117	0.939898	0.938671	0.937436	0.936191	0.934936
0.00734003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999993	0.999972	0.999936	0.999886	0.999822	0.999743	0.99965	0.999543	0.999422	0.999286	0.999136	0.998972	0.998794	0.998601	0.998394	0.998172	0.997937	0.997687	0.997423	0.997144	0.996852	0.996545	0.996224	0.995888	0.995539	0.995175	0.994797	0.994405	0.993999	0.993578	0.993144	0.992695	0.992232	0.991755	0.991264	0.990759	0.99024	0.989707	0.989159	0.988598	0.988022	0.987433	0.98683	0.986213	0.985582	0.984937	0.984278	0.983605	0.982918	0.982218	0.981504	0.980776	0.980035	0.979279	0.978509	0.977726	0.97693	0.97612	0.975297	0.97446	0.973609	0.972744	0.971865	0.970974	0.970069	0.969152	0.968221	0.967276	0.966317	0.965345	0.96436	0.963363	0.962353	0.961329	0.960292	0.959241	0.958176	0.957097	0.956006	0.954903	0.953788	0.952661	0.95152	0.950365	0.949199	0.948021	0.94683	0.945626	0.944406	0.943172	0.941922	0.940659	0.939382	0.938095	0.936797	0.935491	0.934176	0.932853	0.931521	0.930178
0.00786432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999992	0.99997	0.999931	0.999878	0.999809	0.999725	0.999626	0.999512	0.999382	0.999237	0.999076	0.998901	0.99871	0.998504	0.998282	0.998045	0.997793	0.997526	0.997244	0.996946	0.996633	0.996305	0.995962	0.995603	0.995229	0.99484	0.994436	0.994017	0.993583	0.993133	0.992668	0.992189	0.991694	0.991184	0.990659	0.990119	0.989564	0.988994	0.988409	0.987808	0.987193	0.986564	0.985919	0.98526	0.984585	0.983896	0.983191	0.982472	0.981738	0.98099	0.980227	0.979449	0.978657	0.977849	0.977027	0.97619	0.97534	0.974475	0.973595	0.972701	0.971792	0.970868	0.96993	0.968977	0.968011	0.967031	0.966037	0.965028	0.964005	0.962967	0.961915	0.96085	0.959772	0.958679	0.957572	0.95645	0.955313	0.954162	0.952998	0.95182	0.950631	0.949428	0.94821	0.946978	0.945734	0.944478	0.943208	0.941923	0.940623	0.939306	0.937973	0.936625	0.935263	0.93389	0.932506	0.931114	0.929713	0.928303	0.926883	0.925453
0.00838861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999992	0.999968	0.999927	0.99987	0.999797	0.999708	0.999602	0.99948	0.999342	0.999187	0.999017	0.99883	0.998627	0.998407	0.998171	0.997919	0.997651	0.997366	0.997066	0.996749	0.996416	0.996067	0.995701	0.995319	0.994921	0.994507	0.994077	0.993631	0.993169	0.99269	0.992195	0.991684	0.991158	0.990615	0.990056	0.989482	0.988891	0.988284	0.987661	0.987022	0.986368	0.985698	0.985012	0.98431	0.983593	0.982859	0.982109	0.981344	0.980563	0.979767	0.978956	0.978128	0.977285	0.976426	0.975551	0.974661	0.973757	0.972837	0.971902	0.970951	0.969984	0.969001	0.968003	0.96699	0.965963	0.964921	0.963865	0.962792	0.961704	0.9606	0.959483	0.958351	0.957205	0.956044	0.954867	0.953675	0.952466	0.951243	0.950006	0.948755	0.947492	0.946214	0.944921	0.943612	0.942291	0.940957	0.939608	0.938244	0.936863	0.935464	0.934048	0.932617	0.931171	0.929713	0.928244	0.926766	0.925279	0.923783	0.922278	0.920761
0.00943718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999998	0.999991	0.999964	0.999918	0.999855	0.999773	0.999672	0.999554	0.999417	0.999262	0.999089	0.998898	0.998688	0.998461	0.998215	0.99795	0.997668	0.997367	0.997049	0.996712	0.996357	0.995983	0.995592	0.995182	0.994754	0.994308	0.993845	0.993363	0.992863	0.992345	0.991809	0.991254	0.990682	0.990092	0.989484	0.988858	0.988215	0.987553	0.986873	0.986176	0.98546	0.984727	0.983977	0.983209	0.982424	0.98162	0.980798	0.979959	0.979102	0.978228	0.977338	0.976429	0.975504	0.97456	0.973599	0.97262	0.971625	0.970613	0.969584	0.968538	0.967474	0.966393	0.965294	0.964178	0.963046	0.961898	0.960734	0.959553	0.958354	0.957138	0.955905	0.954656	0.953392	0.952112	0.950816	0.949502	0.94817	0.946821	0.945455	0.944074	0.942678	0.941268	0.939843	0.938399	0.936939	0.935466	0.933978	0.932475	0.930954	0.929414	0.927854	0.926275	0.924678	0.923066	0.92144	0.919803	0.918157	0.916502	0.914838	0.913164	0.911477
0.0104858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999998	0.99999	0.99996	0.99991	0.999839	0.999748	0.999637	0.999506	0.999355	0.999184	0.998992	0.99878	0.998548	0.998296	0.998024	0.997731	0.997419	0.997086	0.996733	0.99636	0.995967	0.995554	0.995121	0.994667	0.994194	0.9937	0.993187	0.992654	0.992101	0.991528	0.990934	0.990321	0.989687	0.989034	0.988362	0.98767	0.986958	0.986226	0.985474	0.984702	0.983911	0.9831	0.98227	0.981421	0.980553	0.979664	0.978755	0.977827	0.97688	0.975914	0.974929	0.973926	0.972902	0.971859	0.970797	0.969715	0.968616	0.967498	0.966361	0.965206	0.964031	0.962837	0.961623	0.960391	0.95914	0.957873	0.956587	0.955284	0.953961	0.952619	0.951258	0.94988	0.948485	0.947074	0.945644	0.944194	0.942726	0.941238	0.939731	0.938208	0.93667	0.935116	0.933545	0.931955	0.930346	0.928723	0.927085	0.925429	0.923755	0.922059	0.920341	0.918601	0.916842	0.915066	0.913276	0.911474	0.909663	0.907843	0.906014	0.904175	0.902323
0.0115343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999989	0.999956	0.999901	0.999824	0.999724	0.999603	0.999459	0.999293	0.999105	0.998895	0.998663	0.998409	0.998133	0.997835	0.997514	0.997171	0.996807	0.99642	0.996011	0.995581	0.995128	0.994653	0.994156	0.993638	0.993097	0.992535	0.99195	0.991344	0.990716	0.990066	0.989394	0.9887	0.987985	0.987249	0.986491	0.985711	0.984909	0.984086	0.98324	0.982374	0.981486	0.980578	0.979648	0.978697	0.977724	0.97673	0.975714	0.974677	0.973619	0.972542	0.971444	0.970324	0.969183	0.96802	0.966837	0.965634	0.964411	0.963168	0.961905	0.96062	0.959314	0.957987	0.956639	0.955273	0.953887	0.952483	0.951058	0.949612	0.948146	0.946659	0.945153	0.94363	0.942089	0.940527	0.938945	0.937341	0.935716	0.934072	0.932409	0.93073	0.929034	0.927321	0.925586	0.923831	0.922061	0.920275	0.91847	0.916644	0.914795	0.912922	0.911025	0.909106	0.90717	0.905218	0.903254	0.901282	0.899301	0.897311	0.895312	0.893298
0.0125829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999988	0.999952	0.999892	0.999808	0.9997	0.999568	0.999412	0.999232	0.999028	0.998799	0.998547	0.998271	0.997971	0.997647	0.997298	0.996926	0.996529	0.996109	0.995665	0.995197	0.994706	0.99419	0.993649	0.993086	0.992498	0.991887	0.991252	0.990594	0.989912	0.989205	0.988475	0.987721	0.986944	0.986144	0.985321	0.984474	0.983603	0.982709	0.98179	0.980849	0.979886	0.978899	0.97789	0.976857	0.975801	0.974721	0.973618	0.972492	0.971345	0.970175	0.968983	0.967768	0.96653	0.965268	0.963985	0.962679	0.961353	0.960005	0.958634	0.957241	0.955825	0.954385	0.952924	0.951443	0.949941	0.948418	0.946874	0.945308	0.943718	0.942107	0.940476	0.938826	0.937156	0.935466	0.933752	0.932015	0.930256	0.928475	0.926675	0.924857	0.923023	0.921169	0.919292	0.917393	0.915478	0.913547	0.911596	0.909622	0.907622	0.905596	0.903545	0.90147	0.899375	0.897265	0.895143	0.893012	0.890873	0.888727	0.88657	0.884398
0.0136315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999987	0.999949	0.999884	0.999793	0.999677	0.999534	0.999365	0.999171	0.998951	0.998704	0.998432	0.998134	0.99781	0.99746	0.997084	0.996682	0.996254	0.995801	0.995322	0.994817	0.994286	0.993729	0.993146	0.992538	0.991904	0.991244	0.99056	0.989849	0.989113	0.988351	0.987563	0.98675	0.985911	0.985048	0.98416	0.983246	0.982307	0.981342	0.980352	0.979337	0.978298	0.977234	0.976146	0.975032	0.973893	0.972729	0.97154	0.970326	0.969089	0.967829	0.966544	0.965235	0.9639	0.962541	0.961158	0.959751	0.958322	0.95687	0.955394	0.953894	0.952368	0.950818	0.949245	0.947649	0.946032	0.944394	0.942732	0.941046	0.939335	0.937602	0.935847	0.934072	0.932276	0.930458	0.928615	0.926747	0.924855	0.92294	0.921005	0.919051	0.917079	0.915088	0.913071	0.911031	0.908974	0.9069	0.904806	0.902686	0.900539	0.898363	0.896159	0.89393	0.89168	0.889414	0.887137	0.884851	0.882558	0.880258	0.877948	0.875623
0.0146801	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999997	0.999986	0.999945	0.999875	0.999778	0.999653	0.9995	0.999319	0.999111	0.998874	0.99861	0.998318	0.997998	0.997651	0.997275	0.996872	0.99644	0.995981	0.995495	0.994981	0.994439	0.99387	0.993272	0.992647	0.991994	0.991314	0.990607	0.989872	0.98911	0.98832	0.987503	0.986658	0.985786	0.984886	0.983961	0.983008	0.982029	0.981022	0.979987	0.978925	0.977837	0.976723	0.975582	0.974416	0.973222	0.972001	0.970754	0.969479	0.968179	0.966853	0.965502	0.964126	0.962723	0.961294	0.959838	0.958356	0.956849	0.955319	0.953764	0.952184	0.950577	0.948944	0.947285	0.9456	0.943893	0.942162	0.940409	0.938631	0.936827	0.934997	0.933142	0.931266	0.929368	0.927448	0.925503	0.923533	0.921536	0.919513	0.917466	0.915398	0.91331	0.911204	0.909077	0.906922	0.904743	0.902547	0.900333	0.898097	0.895835	0.893543	0.891219	0.888866	0.886486	0.884084	0.881666	0.879236	0.876798	0.874355	0.871904	0.869444	0.86697
0.0157286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999986	0.999941	0.999867	0.999763	0.99963	0.999466	0.999273	0.999051	0.998798	0.998516	0.998205	0.997863	0.997492	0.997091	0.996661	0.9962	0.99571	0.995191	0.994642	0.994064	0.993456	0.992819	0.992151	0.991454	0.990728	0.989974	0.98919	0.988377	0.987534	0.986661	0.98576	0.984829	0.983869	0.982882	0.981866	0.98082	0.979746	0.978642	0.97751	0.976349	0.97516	0.973944	0.9727	0.971427	0.970125	0.968794	0.967435	0.966049	0.964635	0.963196	0.961729	0.960234	0.95871	0.957158	0.955579	0.953973	0.952343	0.950687	0.949003	0.947292	0.945552	0.943785	0.941991	0.940172	0.93833	0.936463	0.934571	0.932651	0.930702	0.928728	0.926731	0.924712	0.922669	0.920601	0.918506	0.916382	0.91423	0.912053	0.909853	0.907634	0.905395	0.903134	0.900845	0.898529	0.896196	0.893845	0.89147	0.889068	0.886633	0.884165	0.881665	0.879137	0.876585	0.874017	0.871438	0.868851	0.86626	0.863663	0.861057	0.858436
0.0167772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999985	0.999937	0.999859	0.999748	0.999607	0.999433	0.999228	0.998991	0.998723	0.998423	0.998092	0.997729	0.997335	0.996909	0.996451	0.995962	0.995441	0.994889	0.994306	0.993692	0.993046	0.992368	0.991659	0.990919	0.990147	0.989345	0.988512	0.987648	0.986753	0.985826	0.984868	0.983879	0.98286	0.981811	0.980732	0.979622	0.978481	0.977308	0.976105	0.974872	0.97361	0.972319	0.970998	0.969647	0.968264	0.966852	0.965409	0.963937	0.962437	0.960909	0.959352	0.957766	0.956149	0.954502	0.952826	0.951123	0.949394	0.947637	0.945852	0.944037	0.942192	0.940317	0.938415	0.936487	0.934534	0.932556	0.93055	0.928515	0.926451	0.924359	0.922243	0.920104	0.917941	0.915751	0.913532	0.911282	0.909004	0.906699	0.90437	0.902021	0.899652	0.89726	0.894837	0.892388	0.88992	0.887434	0.884923	0.882383	0.879809	0.877199	0.874554	0.87188	0.869182	0.866467	0.86374	0.861009	0.858273	0.855533	0.852784	0.850021
0.0188744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999996	0.999983	0.99993	0.999842	0.999719	0.999561	0.999367	0.999138	0.998873	0.998574	0.998239	0.997869	0.997464	0.997024	0.996548	0.996037	0.99549	0.994909	0.994292	0.993641	0.992955	0.992234	0.991478	0.990686	0.989859	0.988998	0.988102	0.987173	0.986209	0.985209	0.984175	0.983105	0.982002	0.980864	0.979694	0.97849	0.977252	0.975979	0.974671	0.973329	0.971954	0.970547	0.969107	0.967635	0.966129	0.964588	0.963013	0.961405	0.959765	0.958094	0.956392	0.954659	0.952892	0.951092	0.949258	0.947393	0.945498	0.943574	0.941619	0.939634	0.937615	0.935564	0.933479	0.931365	0.929222	0.927052	0.924854	0.922627	0.920367	0.918074	0.915752	0.913403	0.91103	0.908631	0.906202	0.903741	0.901247	0.89872	0.896165	0.893584	0.890981	0.888358	0.885711	0.883029	0.880318	0.877588	0.874839	0.872064	0.869256	0.866409	0.863523	0.860598	0.85764	0.854656	0.851654	0.848644	0.845629	0.842614	0.839598	0.836574	0.833536
0.0209715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999981	0.999923	0.999826	0.99969	0.999515	0.999302	0.999049	0.998757	0.998427	0.998058	0.99765	0.997203	0.996717	0.996192	0.995628	0.995025	0.994384	0.993704	0.992986	0.99223	0.991434	0.9906	0.989726	0.988815	0.987865	0.986878	0.985853	0.98479	0.983688	0.982548	0.981369	0.980152	0.978898	0.977608	0.976282	0.974918	0.973515	0.972074	0.970596	0.969081	0.967531	0.965946	0.964325	0.962667	0.960971	0.959237	0.957467	0.955662	0.953824	0.951951	0.950045	0.948102	0.946122	0.944105	0.942054	0.939971	0.937856	0.935709	0.933528	0.931311	0.929057	0.926768	0.924445	0.922093	0.919711	0.9173	0.914857	0.912378	0.909863	0.907316	0.904741	0.90214	0.899511	0.896851	0.894156	0.891424	0.888656	0.885858	0.883032	0.880184	0.877316	0.874421	0.871489	0.868525	0.865542	0.86254	0.85951	0.856444	0.853335	0.850182	0.846986	0.843754	0.840494	0.837217	0.833933	0.830648	0.827366	0.824085	0.820799	0.8175
0.0230687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.99998	0.999916	0.99981	0.999662	0.999471	0.999238	0.998961	0.998643	0.998282	0.997879	0.997433	0.996945	0.996415	0.995841	0.995225	0.994567	0.993867	0.993124	0.99234	0.991514	0.990646	0.989734	0.988781	0.987785	0.986748	0.985671	0.984552	0.983392	0.982189	0.980944	0.979657	0.97833	0.976962	0.975554	0.974107	0.972619	0.971089	0.969517	0.967905	0.966253	0.964563	0.962834	0.961067	0.95926	0.957411	0.955522	0.953593	0.951626	0.949623	0.947584	0.945507	0.943392	0.941236	0.93904	0.936808	0.93454	0.932239	0.929903	0.927531	0.925119	0.922668	0.920179	0.917654	0.915096	0.912508	0.909889	0.907236	0.904543	0.901812	0.899047	0.896252	0.89343	0.890578	0.887693	0.88477	0.881807	0.878806	0.875771	0.872709	0.869623	0.866517	0.863384	0.860209	0.857001	0.853774	0.850528	0.847252	0.843937	0.840576	0.837165	0.833708	0.830211	0.826686	0.823144	0.819596	0.816052	0.812514	0.808981	0.805446	0.801898
0.0251658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999995	0.999978	0.999909	0.999794	0.999634	0.999427	0.999174	0.998875	0.99853	0.998139	0.997702	0.99722	0.996691	0.996117	0.995496	0.994828	0.994115	0.993356	0.992553	0.991703	0.990809	0.989868	0.988881	0.987848	0.98677	0.985648	0.984481	0.98327	0.982014	0.980712	0.979364	0.977971	0.976534	0.975053	0.97353	0.971964	0.970354	0.968699	0.966999	0.965254	0.963467	0.961639	0.959771	0.95786	0.955906	0.953908	0.951865	0.94978	0.947655	0.94549	0.943287	0.941045	0.93876	0.936432	0.934061	0.93165	0.929202	0.926719	0.924199	0.92164	0.919039	0.916395	0.91371	0.910987	0.908229	0.90544	0.902618	0.89976	0.89686	0.893918	0.890939	0.88793	0.884893	0.881826	0.878722	0.875578	0.872391	0.869163	0.8659	0.862607	0.859292	0.855955	0.852591	0.849183	0.845738	0.842275	0.838794	0.835281	0.831727	0.828122	0.824463	0.820754	0.817002	0.81322	0.809423	0.805622	0.801829	0.798046	0.794273	0.790501	0.786717
