# eta = 0.5, tau = 0, delta = 0.1
# N = 256
# h_initial = 1e-09, D0 = 0.00625
#t	MSD	MSD'	D	mMSD	VACF
7.55579e+13	6.52898e+09	8.64104e-05	1.44017e-05	1.08872e-34	-5.47382e-30
8.50026e+13	7.34511e+09	8.64104e-05	1.44017e-05	6.28053e-35	0
9.44473e+13	8.16123e+09	8.64104e-05	1.44017e-05	3.62318e-35	0
1.03892e+14	8.97735e+09	8.64104e-05	1.44017e-05	2.09019e-35	0
1.13337e+14	9.79348e+09	8.64104e-05	1.44017e-05	1.20582e-35	0
1.22782e+14	1.06096e+10	8.64104e-05	1.44017e-05	6.95629e-36	0
1.32226e+14	1.14257e+10	8.64104e-05	1.44017e-05	4.01305e-36	-5.47382e-30
1.41671e+14	1.22418e+10	8.64104e-05	1.44017e-05	2.3151e-36	5.47382e-30
1.51116e+14	1.3058e+10	8.64104e-05	1.44017e-05	1.3355e-36	0
1.70005e+14	1.46902e+10	8.64104e-05	1.44017e-05	4.43854e-37	-1.36846e-30
1.88895e+14	1.63225e+10	8.64104e-05	1.44017e-05	1.47513e-37	-1.36846e-30
2.07784e+14	1.79547e+10	8.64104e-05	1.44017e-05	4.90252e-38	0
2.26674e+14	1.9587e+10	8.64104e-05	1.44017e-05	1.62933e-38	-2.73691e-30
2.45563e+14	2.12192e+10	8.64104e-05	1.44017e-05	5.415e-39	0
2.64453e+14	2.28514e+10	8.64104e-05	1.44017e-05	1.79965e-39	0
2.83342e+14	2.44837e+10	8.64104e-05	1.44017e-05	5.98106e-40	0
3.02231e+14	2.61159e+10	8.64104e-05	1.44017e-05	1.98688e-40	0
3.4001e+14	2.93804e+10	8.64104e-05	1.44017e-05	2.16872e-41	0
3.77789e+14	3.26449e+10	8.64104e-05	1.44017e-05	2.36672e-42	0
4.15568e+14	3.59094e+10	8.64104e-05	1.44017e-05	2.5828e-43	1.36846e-30
4.53347e+14	3.91739e+10	8.64104e-05	1.44017e-05	2.8186e-44	-2.73691e-30
4.91126e+14	4.24384e+10	8.64104e-05	1.44017e-05	3.07593e-45	0
5.28905e+14	4.57029e+10	8.64104e-05	1.44017e-05	3.35676e-46	0
5.66684e+14	4.89674e+10	8.64104e-05	1.44017e-05	3.66322e-47	-1.36846e-30
6.04463e+14	5.22319e+10	8.64104e-05	1.44017e-05	3.98237e-48	3.42114e-31
6.80021e+14	5.87609e+10	8.64104e-05	1.44017e-05	4.21609e-50	0
7.55579e+14	6.52898e+10	8.64104e-05	1.44017e-05	4.44701e-52	0
8.31137e+14	7.18188e+10	8.64104e-05	1.44017e-05	4.69059e-54	-6.84228e-31
9.06694e+14	7.83478e+10	8.64104e-05	1.44017e-05	4.94751e-56	0
9.82252e+14	8.48768e+10	8.64104e-05	1.44017e-05	5.2185e-58	0
1.05781e+15	9.14058e+10	8.64104e-05	1.44017e-05	5.50433e-60	-6.84228e-31
1.13337e+15	9.79348e+10	8.64104e-05	1.44017e-05	5.80581e-62	0
1.20893e+15	1.04464e+11	8.64104e-05	1.44017e-05	5.89338e-64	1.71057e-31
1.36004e+15	1.17522e+11	8.64104e-05	1.44017e-05	-3.65533e-69	1.71057e-31
1.51116e+15	1.3058e+11	8.64104e-05	1.44017e-05	-1.88138e-74	-3.42114e-31
1.66227e+15	1.43638e+11	8.64104e-05	1.44017e-05	9.52913e-79	0
1.81339e+15	1.56696e+11	8.64104e-05	1.44017e-05	-1.6255e-83	0
1.9645e+15	1.69754e+11	8.64104e-05	1.44017e-05	1.78094e-88	-3.42114e-31
2.11562e+15	1.82812e+11	8.64104e-05	1.44017e-05	-1.03867e-93	0
2.26674e+15	1.9587e+11	8.64104e-05	1.44017e-05	-7.01461e-99	-3.42114e-31
2.41785e+15	2.08927e+11	8.64104e-05	1.44017e-05	-1.27888e-103	8.55285e-32
2.72008e+15	2.35043e+11	8.64104e-05	1.44017e-05	-2.95802e-108	-1.71057e-31
3.02231e+15	2.61159e+11	8.64104e-05	1.44017e-05	2.23291e-114	8.55285e-32
3.32455e+15	2.87275e+11	8.64104e-05	1.44017e-05	9.01176e-120	0
3.62678e+15	3.13391e+11	8.64104e-05	1.44017e-05	-1.3258e-125	0
3.92901e+15	3.39507e+11	8.64104e-05	1.44017e-05	-2.35593e-131	0
4.23124e+15	3.65623e+11	8.64104e-05	1.44017e-05	6.06476e-137	-1.71057e-31
4.53347e+15	3.91739e+11	8.64104e-05	1.44017e-05	4.59082e-143	1.71057e-31
4.8357e+15	4.17855e+11	8.64104e-05	1.44017e-05	-7.77099e-148	4.27642e-32
5.44017e+15	4.70087e+11	8.64104e-05	1.44017e-05	-2.88995e-155	0
6.04463e+15	5.22319e+11	8.64104e-05	1.44017e-05	4.50162e-162	0
6.64909e+15	5.74551e+11	8.64104e-05	1.44017e-05	1.15465e-168	-8.55285e-32
7.25355e+15	6.26782e+11	8.64104e-05	1.44017e-05	1.48703e-175	0
7.85802e+15	6.79014e+11	8.64104e-05	1.44017e-05	1.20356e-182	0
8.46248e+15	7.31246e+11	8.64104e-05	1.44017e-05	2.90314e-190	8.55285e-32
9.06694e+15	7.83478e+11	8.64104e-05	1.44017e-05	-9.75648e-197	0
9.67141e+15	8.3571e+11	8.64104e-05	1.44017e-05	-1.16393e-202	-4.27642e-32
1.08803e+16	9.40174e+11	8.64104e-05	1.44017e-05	1.97651e-211	2.13821e-32
1.20893e+16	1.04464e+12	8.64104e-05	1.44017e-05	-8.91656e-221	-2.13821e-32
1.32982e+16	1.1491e+12	8.64104e-05	1.44017e-05	-9.86684e-229	0
1.45071e+16	1.25356e+12	8.64104e-05	1.44017e-05	5.18693e-237	-4.27642e-32
1.5716e+16	1.35803e+12	8.64104e-05	1.44017e-05	-1.697e-245	4.27642e-32
1.6925e+16	1.46249e+12	8.64104e-05	1.44017e-05	4.16614e-254	-4.27642e-32
1.81339e+16	1.56696e+12	8.64104e-05	1.44017e-05	-7.23086e-263	0
1.93428e+16	1.67142e+12	8.64104e-05	1.44017e-05	-1.82486e-270	0
2.17607e+16	1.88035e+12	8.64104e-05	1.44017e-05	-2.98502e-281	0
2.41785e+16	2.08927e+12	8.64104e-05	1.44017e-05	7.65871e-292	1.06911e-32
2.65964e+16	2.2982e+12	8.64104e-05	1.44017e-05	5.30158e-302	0
2.90142e+16	2.50713e+12	8.64104e-05	1.44017e-05	9.85667e-313	2.13821e-32
3.14321e+16	2.71606e+12	8.64104e-05	1.44017e-05	-1.97626e-323	0
3.38499e+16	2.92498e+12	8.64104e-05	1.44017e-05	0	0
3.62678e+16	3.13391e+12	8.64104e-05	1.44017e-05	0	0
3.86856e+16	3.34284e+12	8.64104e-05	1.44017e-05	0	5.34553e-33
4.35213e+16	3.76069e+12	8.64104e-05	1.44017e-05	0	5.34553e-33
4.8357e+16	4.17855e+12	8.64104e-05	1.44017e-05	0	-5.34553e-33
5.31927e+16	4.5964e+12	8.64104e-05	1.44017e-05	0	1.06911e-32
5.80284e+16	5.01426e+12	8.64104e-05	1.44017e-05	0	0
6.28641e+16	5.43211e+12	8.64104e-05	1.44017e-05	0	0
6.76998e+16	5.84997e+12	8.64104e-05	1.44017e-05	0	0
7.25355e+16	6.26782e+12	8.64104e-05	1.44017e-05	0	0
7.73713e+16	6.68568e+12	8.64104e-05	1.44017e-05	0	-5.34553e-33
8.70427e+16	7.52139e+12	8.64104e-05	1.44017e-05	0	0
9.67141e+16	8.3571e+12	8.64104e-05	1.44017e-05	0	-2.67276e-33
1.06385e+17	9.19281e+12	8.64104e-05	1.44017e-05	0	0
1.16057e+17	1.00285e+13	8.64104e-05	1.44017e-05	0	-5.34553e-33
1.25728e+17	1.08642e+13	8.64104e-05	1.44017e-05	0	5.34553e-33
1.354e+17	1.16999e+13	8.64104e-05	1.44017e-05	0	0
1.45071e+17	1.25356e+13	8.64104e-05	1.44017e-05	0	1.06911e-32
1.54743e+17	1.33714e+13	8.64104e-05	1.44017e-05	0	-1.33638e-33
1.74085e+17	1.50428e+13	8.64104e-05	1.44017e-05	0	0
1.93428e+17	1.67142e+13	8.64104e-05	1.44017e-05	0	1.33638e-33
2.12771e+17	1.83856e+13	8.64104e-05	1.44017e-05	0	0
2.32114e+17	2.0057e+13	8.64104e-05	1.44017e-05	0	0
2.51457e+17	2.17285e+13	8.64104e-05	1.44017e-05	0	0
2.70799e+17	2.33999e+13	8.64104e-05	1.44017e-05	0	0
2.90142e+17	2.50713e+13	8.64104e-05	1.44017e-05	0	0
3.09485e+17	2.67427e+13	8.64104e-05	1.44017e-05	0	0
3.48171e+17	3.00856e+13	8.64104e-05	1.44017e-05	0	6.68191e-34
3.86856e+17	3.34284e+13	8.64104e-05	1.44017e-05	0	6.68191e-34
4.25542e+17	3.67712e+13	8.64104e-05	1.44017e-05	0	0
4.64228e+17	4.01141e+13	8.64104e-05	1.44017e-05	0	0
5.02913e+17	4.34569e+13	8.64104e-05	1.44017e-05	0	1.33638e-33
5.41599e+17	4.67998e+13	8.64104e-05	1.44017e-05	0	0
5.80284e+17	5.01426e+13	8.64104e-05	1.44017e-05	0	-1.33638e-33
6.1897e+17	5.34854e+13	8.64104e-05	1.44017e-05	0	-3.34096e-34
6.96341e+17	6.01711e+13	8.64104e-05	1.44017e-05	0	0
7.73713e+17	6.68568e+13	8.64104e-05	1.44017e-05	0	3.34096e-34
8.51084e+17	7.35425e+13	8.64104e-05	1.44017e-05	0	0
9.28455e+17	8.02282e+13	8.64104e-05	1.44017e-05	0	0
1.00583e+18	8.69138e+13	8.64104e-05	1.44017e-05	0	6.68191e-34
1.0832e+18	9.35995e+13	8.64104e-05	1.44017e-05	0	0
1.16057e+18	1.00285e+14	8.64104e-05	1.44017e-05	0	-6.68191e-34
1.23794e+18	1.06971e+14	8.64104e-05	1.44017e-05	0	-1.67048e-34
1.39268e+18	1.20342e+14	8.64104e-05	1.44017e-05	0	0
1.54743e+18	1.33714e+14	8.64104e-05	1.44017e-05	0	1.67048e-34
1.70217e+18	1.47085e+14	8.64104e-05	1.44017e-05	0	0
1.85691e+18	1.60456e+14	8.64104e-05	1.44017e-05	0	0
2.01165e+18	1.73828e+14	8.64104e-05	1.44017e-05	0	3.34096e-34
2.1664e+18	1.87199e+14	8.64104e-05	1.44017e-05	0	0
2.32114e+18	2.0057e+14	8.64104e-05	1.44017e-05	0	-3.34096e-34
2.47588e+18	2.13942e+14	8.64104e-05	1.44017e-05	0	-8.35239e-35
2.78537e+18	2.40684e+14	8.64104e-05	1.44017e-05	0	0
3.09485e+18	2.67427e+14	8.64104e-05	1.44017e-05	0	8.35239e-35
3.40434e+18	2.9417e+14	8.64104e-05	1.44017e-05	0	0
3.71382e+18	3.20913e+14	8.64104e-05	1.44017e-05	0	0
4.02331e+18	3.47655e+14	8.64104e-05	1.44017e-05	0	1.67048e-34
4.33279e+18	3.74398e+14	8.64104e-05	1.44017e-05	0	0
4.64228e+18	4.01141e+14	8.64104e-05	1.44017e-05	0	-1.67048e-34
4.95176e+18	4.27884e+14	8.64104e-05	1.44017e-05	0	-4.17619e-35
5.57073e+18	4.81369e+14	8.64104e-05	1.44017e-05	0	0
6.1897e+18	5.34854e+14	8.64104e-05	1.44017e-05	0	4.17619e-35
6.80867e+18	5.8834e+14	8.64104e-05	1.44017e-05	0	0
7.42764e+18	6.41825e+14	8.64104e-05	1.44017e-05	0	0
8.04661e+18	6.95311e+14	8.64104e-05	1.44017e-05	0	8.35239e-35
8.66558e+18	7.48796e+14	8.64104e-05	1.44017e-05	0	0
9.28455e+18	8.02282e+14	8.64104e-05	1.44017e-05	0	-8.35239e-35
9.90352e+18	8.55767e+14	8.64104e-05	1.44017e-05	0	-2.0881e-35
1.11415e+19	9.62738e+14	8.64104e-05	1.44017e-05	0	0
1.23794e+19	1.06971e+15	8.64104e-05	1.44017e-05	0	2.0881e-35
1.36173e+19	1.17668e+15	8.64104e-05	1.44017e-05	0	0
1.48553e+19	1.28365e+15	8.64104e-05	1.44017e-05	0	0
1.60932e+19	1.39062e+15	8.64104e-05	1.44017e-05	0	4.17619e-35
1.73312e+19	1.49759e+15	8.64104e-05	1.44017e-05	0	0
1.85691e+19	1.60456e+15	8.64104e-05	1.44017e-05	0	-4.17619e-35
1.9807e+19	1.71153e+15	8.64104e-05	1.44017e-05	0	-1.04405e-35
2.22829e+19	1.92548e+15	8.64104e-05	1.44017e-05	0	0
2.47588e+19	2.13942e+15	8.64104e-05	1.44017e-05	0	1.04405e-35
2.72347e+19	2.35336e+15	8.64104e-05	1.44017e-05	0	0
2.97106e+19	2.5673e+15	8.64104e-05	1.44017e-05	0	0
3.21864e+19	2.78124e+15	8.64104e-05	1.44017e-05	0	2.0881e-35
3.46623e+19	2.99518e+15	8.64104e-05	1.44017e-05	0	0
3.71382e+19	3.20913e+15	8.64104e-05	1.44017e-05	0	-2.0881e-35
3.96141e+19	3.42307e+15	8.64104e-05	1.44017e-05	0	-5.22024e-36
4.45658e+19	3.85095e+15	8.64104e-05	1.44017e-05	0	0
4.95176e+19	4.27884e+15	8.64104e-05	1.44017e-05	0	5.22024e-36
5.44694e+19	4.70672e+15	8.64104e-05	1.44017e-05	0	0
5.94211e+19	5.1346e+15	8.64104e-05	1.44017e-05	0	0
6.43729e+19	5.56249e+15	8.64104e-05	1.44017e-05	0	1.04405e-35
6.93246e+19	5.99037e+15	8.64104e-05	1.44017e-05	0	0
7.42764e+19	6.41825e+15	8.64104e-05	1.44017e-05	0	-1.04405e-35
7.92282e+19	6.84614e+15	8.64104e-05	1.44017e-05	0	-2.61012e-36
8.91317e+19	7.7019e+15	8.64104e-05	1.44017e-05	0	0
9.90352e+19	8.55767e+15	8.64104e-05	1.44017e-05	0	2.61012e-36
1.08939e+20	9.41344e+15	8.64104e-05	1.44017e-05	0	0
1.18842e+20	1.02692e+16	8.64104e-05	1.44017e-05	0	0
1.28746e+20	1.1125e+16	8.64104e-05	1.44017e-05	0	5.22024e-36
1.38649e+20	1.19807e+16	8.64104e-05	1.44017e-05	0	0
1.48553e+20	1.28365e+16	8.64104e-05	1.44017e-05	0	-5.22024e-36
1.58456e+20	1.36923e+16	8.64104e-05	1.44017e-05	0	-1.30506e-36
1.78263e+20	1.54038e+16	8.64104e-05	1.44017e-05	0	0
1.9807e+20	1.71153e+16	8.64104e-05	1.44017e-05	0	1.30506e-36
2.17877e+20	1.88269e+16	8.64104e-05	1.44017e-05	0	0
2.37684e+20	2.05384e+16	8.64104e-05	1.44017e-05	0	0
2.57492e+20	2.22499e+16	8.64104e-05	1.44017e-05	0	2.61012e-36
2.77299e+20	2.39615e+16	8.64104e-05	1.44017e-05	0	0
2.97106e+20	2.5673e+16	8.64104e-05	1.44017e-05	0	-2.61012e-36
3.16913e+20	2.73845e+16	8.64104e-05	1.44017e-05	0	-6.5253e-37
3.56527e+20	3.08076e+16	8.64104e-05	1.44017e-05	0	0
3.96141e+20	3.42307e+16	8.64104e-05	1.44017e-05	0	6.5253e-37
4.35755e+20	3.76537e+16	8.64104e-05	1.44017e-05	0	0
4.75369e+20	4.10768e+16	8.64104e-05	1.44017e-05	0	0
5.14983e+20	4.44999e+16	8.64104e-05	1.44017e-05	0	1.30506e-36
5.54597e+20	4.7923e+16	8.64104e-05	1.44017e-05	0	0
5.94211e+20	5.1346e+16	8.64104e-05	1.44017e-05	0	-1.30506e-36
6.33825e+20	5.47691e+16	8.64104e-05	1.44017e-05	0	-3.26265e-37
7.13053e+20	6.16152e+16	8.64104e-05	1.44017e-05	0	0
7.92282e+20	6.84614e+16	8.64104e-05	1.44017e-05	0	3.26265e-37
8.7151e+20	7.53075e+16	8.64104e-05	1.44017e-05	0	0
9.50738e+20	8.21536e+16	8.64104e-05	1.44017e-05	0	0
1.02997e+21	8.89998e+16	8.64104e-05	1.44017e-05	0	6.5253e-37
1.10919e+21	9.58459e+16	8.64104e-05	1.44017e-05	0	0
1.18842e+21	1.02692e+17	8.64104e-05	1.44017e-05	0	-6.5253e-37
1.26765e+21	1.09538e+17	8.64104e-05	1.44017e-05	0	-1.63133e-37
1.42611e+21	1.2323e+17	8.64104e-05	1.44017e-05	0	0
1.58456e+21	1.36923e+17	8.64104e-05	1.44017e-05	0	1.63133e-37
1.74302e+21	1.50615e+17	8.64104e-05	1.44017e-05	0	0
1.90148e+21	1.64307e+17	8.64104e-05	1.44017e-05	0	0
2.05993e+21	1.78e+17	8.64104e-05	1.44017e-05	0	3.26265e-37
2.21839e+21	1.91692e+17	8.64104e-05	1.44017e-05	0	0
2.37684e+21	2.05384e+17	8.64104e-05	1.44017e-05	0	-3.26265e-37
2.5353e+21	2.19076e+17	8.64104e-05	1.44017e-05	0	-8.15663e-38
2.85221e+21	2.46461e+17	8.64104e-05	1.44017e-05	0	0
3.16913e+21	2.73845e+17	8.64104e-05	1.44017e-05	0	8.15663e-38
3.48604e+21	3.0123e+17	8.64104e-05	1.44017e-05	0	0
3.80295e+21	3.28615e+17	8.64104e-05	1.44017e-05	0	0
4.11986e+21	3.55999e+17	8.64104e-05	1.44017e-05	0	1.63133e-37
4.43678e+21	3.83384e+17	8.64104e-05	1.44017e-05	0	0
4.75369e+21	4.10768e+17	8.64104e-05	1.44017e-05	0	-1.63133e-37
5.0706e+21	4.38153e+17	8.64104e-05	1.44017e-05	0	-4.07832e-38
5.70443e+21	4.92922e+17	8.64104e-05	1.44017e-05	0	0
6.33825e+21	5.47691e+17	8.64104e-05	1.44017e-05	0	4.07832e-38
6.97208e+21	6.0246e+17	8.64104e-05	1.44017e-05	0	0
7.6059e+21	6.57229e+17	8.64104e-05	1.44017e-05	0	0
8.23973e+21	7.11998e+17	8.64104e-05	1.44017e-05	0	8.15663e-38
8.87355e+21	7.66767e+17	8.64104e-05	1.44017e-05	0	0
9.50738e+21	8.21536e+17	8.64104e-05	1.44017e-05	0	-8.15663e-38
1.01412e+22	8.76305e+17	8.64104e-05	1.44017e-05	0	-2.03916e-38
1.14089e+22	9.85844e+17	8.64104e-05	1.44017e-05	0	0
1.26765e+22	1.09538e+18	8.64104e-05	1.44017e-05	0	2.03916e-38
1.39442e+22	1.20492e+18	8.64104e-05	1.44017e-05	0	0
1.52118e+22	1.31446e+18	8.64104e-05	1.44017e-05	0	0
1.64795e+22	1.424e+18	8.64104e-05	1.44017e-05	0	4.07832e-38
1.77471e+22	1.53353e+18	8.64104e-05	1.44017e-05	0	0
1.90148e+22	1.64307e+18	8.64104e-05	1.44017e-05	0	-4.07832e-38
2.02824e+22	1.75261e+18	8.64104e-05	1.44017e-05	0	-1.01958e-38
2.28177e+22	1.97169e+18	8.64104e-05	1.44017e-05	0	0
2.5353e+22	2.19076e+18	8.64104e-05	1.44017e-05	0	1.01958e-38
2.78883e+22	2.40984e+18	8.64104e-05	1.44017e-05	0	0
3.04236e+22	2.62892e+18	8.64104e-05	1.44017e-05	0	0
3.29589e+22	2.84799e+18	8.64104e-05	1.44017e-05	0	2.03916e-38
3.54942e+22	3.06707e+18	8.64104e-05	1.44017e-05	0	0
3.80295e+22	3.28615e+18	8.64104e-05	1.44017e-05	0	-2.03916e-38
4.05648e+22	3.50522e+18	8.64104e-05	1.44017e-05	0	-5.09789e-39
4.56354e+22	3.94337e+18	8.64104e-05	1.44017e-05	0	0
5.0706e+22	4.38153e+18	8.64104e-05	1.44017e-05	0	5.09789e-39
5.57766e+22	4.81968e+18	8.64104e-05	1.44017e-05	0	0
6.08472e+22	5.25783e+18	8.64104e-05	1.44017e-05	0	0
6.59178e+22	5.69599e+18	8.64104e-05	1.44017e-05	0	1.01958e-38
7.09884e+22	6.13414e+18	8.64104e-05	1.44017e-05	0	0
7.6059e+22	6.57229e+18	8.64104e-05	1.44017e-05	0	-1.01958e-38
8.11296e+22	7.01044e+18	8.64104e-05	1.44017e-05	0	-2.54895e-39
9.12708e+22	7.88675e+18	8.64104e-05	1.44017e-05	0	0
1.01412e+23	8.76305e+18	8.64104e-05	1.44017e-05	0	2.54895e-39
1.11553e+23	9.63936e+18	8.64104e-05	1.44017e-05	0	0
1.21694e+23	1.05157e+19	8.64104e-05	1.44017e-05	0	0
1.31836e+23	1.1392e+19	8.64104e-05	1.44017e-05	0	5.09789e-39
1.41977e+23	1.22683e+19	8.64104e-05	1.44017e-05	0	0
1.52118e+23	1.31446e+19	8.64104e-05	1.44017e-05	0	-5.09789e-39
