6.91753e+09 4.8302e-19
7.49399e+09 4.25035e-19
8.07045e+09 3.77872e-19
8.64691e+09 3.39125e-19
9.22337e+09 3.08805e-19
1.03763e+10 2.58407e-19
1.15292e+10 2.2145e-19
1.26821e+10 1.93213e-19
1.38351e+10 1.7084e-19
1.4988e+10 1.52572e-19
1.61409e+10 1.373e-19
1.72938e+10 1.24302e-19
1.84467e+10 1.13749e-19
2.07526e+10 9.52813e-20
2.30584e+10 8.09478e-20
2.53643e+10 6.96438e-20
2.76701e+10 6.0625e-20
2.9976e+10 5.33567e-20
3.22818e+10 4.74416e-20
3.45876e+10 4.25796e-20
3.68935e+10 3.87734e-20
4.15052e+10 3.24438e-20
4.61169e+10 2.78009e-20
5.07285e+10 2.42538e-20
5.53402e+10 2.14445e-20
5.99519e+10 1.9152e-20
6.45636e+10 1.72365e-20
6.91753e+10 1.56071e-20
7.3787e+10 1.42846e-20
8.30103e+10 1.19708e-20
9.22337e+10 1.01748e-20
1.01457e+11 8.75754e-21
1.1068e+11 7.62585e-21
1.19904e+11 6.71293e-21
1.29127e+11 5.96922e-21
1.38351e+11 5.35734e-21
1.47574e+11 4.87796e-21
1.66021e+11 4.08011e-21
1.84467e+11 3.4946e-21
2.02914e+11 3.04743e-21
2.21361e+11 2.69359e-21
2.39808e+11 2.40517e-21
2.58254e+11 2.16448e-21
2.76701e+11 1.95996e-21
2.95148e+11 1.79408e-21
3.32041e+11 1.50403e-21
3.68935e+11 1.27888e-21
4.05828e+11 1.10105e-21
4.42722e+11 9.58851e-22
4.79615e+11 8.43942e-22
5.16509e+11 7.50171e-22
5.53402e+11 6.72897e-22
5.90296e+11 6.12271e-22
6.64083e+11 5.1125e-22
7.3787e+11 4.37074e-22
8.11657e+11 3.80476e-22
8.85444e+11 3.35777e-22
9.59231e+11 2.99432e-22
1.03302e+12 2.69176e-22
1.1068e+12 2.43522e-22
1.18059e+12 2.22741e-22
1.32817e+12 1.86471e-22
1.47574e+12 1.58322e-22
1.62331e+12 1.36059e-22
1.77089e+12 1.18213e-22
1.91846e+12 1.0375e-22
2.06604e+12 9.19123e-23
2.21361e+12 8.21297e-23
2.36118e+12 7.44211e-23
2.65633e+12 6.15747e-23
2.95148e+12 5.21335e-23
3.24663e+12 4.49418e-23
3.54177e+12 3.92828e-23
3.83692e+12 3.47033e-23
4.13207e+12 3.09102e-23
4.42722e+12 2.77095e-23
4.72237e+12 2.51068e-23
5.31266e+12 2.06222e-23
5.90296e+12 1.7156e-23
6.49325e+12 1.44203e-23
7.08355e+12 1.22298e-23
7.67385e+12 1.04569e-23
8.26414e+12 9.00886e-24
8.85444e+12 7.81663e-24
9.44473e+12 6.86412e-24
