1.05553e+06 2.59477e-13
1.1259e+06 2.37369e-13
1.26664e+06 1.98684e-13
1.40737e+06 1.68673e-13
1.54811e+06 1.45021e-13
1.68885e+06 1.26168e-13
1.82959e+06 1.1099e-13
1.97032e+06 9.86511e-14
2.11106e+06 8.85189e-14
2.2518e+06 8.05942e-14
2.53327e+06 6.74284e-14
2.81475e+06 5.77782e-14
3.09622e+06 5.04058e-14
3.3777e+06 4.45633e-14
3.65917e+06 3.97913e-14
3.94065e+06 3.58002e-14
4.22212e+06 3.24025e-14
4.5036e+06 2.96432e-14
5.06655e+06 2.48138e-14
5.6295e+06 2.10665e-14
6.19245e+06 1.81131e-14
6.7554e+06 1.5759e-14
7.31835e+06 1.38638e-14
7.8813e+06 1.23231e-14
8.44425e+06 1.1058e-14
9.0072e+06 1.00686e-14
1.01331e+07 8.42464e-15
1.1259e+07 7.21957e-15
1.23849e+07 6.29881e-15
1.35108e+07 5.56903e-15
1.46367e+07 4.97288e-15
1.57626e+07 4.47424e-15
1.68885e+07 4.0497e-15
1.80144e+07 3.7049e-15
2.02662e+07 3.10138e-15
2.2518e+07 2.63308e-15
2.47698e+07 2.26399e-15
2.70216e+07 1.96978e-15
2.92734e+07 1.73292e-15
3.15252e+07 1.54037e-15
3.3777e+07 1.38226e-15
3.60288e+07 1.25859e-15
4.05324e+07 1.05313e-15
4.5036e+07 9.02509e-16
4.95396e+07 7.87421e-16
5.40432e+07 6.96203e-16
5.85468e+07 6.21685e-16
6.30504e+07 5.59356e-16
6.7554e+07 5.06287e-16
7.20576e+07 4.63187e-16
8.10648e+07 3.87747e-16
9.0072e+07 3.29206e-16
9.90792e+07 2.83067e-16
1.08086e+08 2.46287e-16
1.17094e+08 2.16677e-16
1.26101e+08 1.92604e-16
1.35108e+08 1.72836e-16
1.44115e+08 1.57375e-16
1.6213e+08 1.31685e-16
1.80144e+08 1.12852e-16
1.98158e+08 9.8462e-17
2.16173e+08 8.70565e-17
2.34187e+08 7.77395e-17
2.52202e+08 6.99466e-17
2.70216e+08 6.33117e-17
2.8823e+08 5.79232e-17
3.24259e+08 4.84914e-17
3.60288e+08 4.11724e-17
3.96317e+08 3.54036e-17
4.32346e+08 3.08048e-17
4.68374e+08 2.71021e-17
5.04403e+08 2.40917e-17
5.40432e+08 2.16194e-17
5.76461e+08 1.96856e-17
6.48518e+08 1.64724e-17
7.20576e+08 1.41167e-17
7.92634e+08 1.23167e-17
8.64691e+08 1.08901e-17
9.36749e+08 9.7248e-18
1.00881e+09 8.7502e-18
1.08086e+09 7.92047e-18
1.15292e+09 7.24663e-18
1.29704e+09 6.0672e-18
1.44115e+09 5.15195e-18
1.58527e+09 4.43049e-18
1.72938e+09 3.85528e-18
1.8735e+09 3.39209e-18
2.01761e+09 3.01545e-18
2.16173e+09 2.7061e-18
2.30584e+09 2.46409e-18
2.59407e+09 2.06191e-18
2.8823e+09 1.76705e-18
3.17053e+09 1.54174e-18
3.45876e+09 1.36319e-18
3.74699e+09 1.21737e-18
4.03523e+09 1.09542e-18
4.32346e+09 9.91614e-19
4.61169e+09 9.07316e-19
5.18815e+09 7.59777e-19
5.76461e+09 6.45279e-19
6.34107e+09 5.55009e-19
