#1:t 2:diff_msd 
0.000212992 0.00623957316081
0.000229376 0.00623875935872
0.00024576 0.00623794555664
0.000270336 0.00623690287272
0.000294912 0.00623552958171
0.00032768 0.00623397827148
0.000360448 0.00623245239258
0.000393216 0.00623067220052
0.000425984 0.00622914632161
0.000458752 0.00622762044271
0.00049152 0.00622584025065
0.000540672 0.00622393290202
0.000589824 0.00622126261393
0.00065536 0.00621795654297
0.000720896 0.00621477762858
0.000786432 0.00621172587077
0.000851968 0.0062084197998
0.000917504 0.00620524088542
0.000983042 0.00620187276111
0.001081345 0.00619797817843
0.00117965 0.006192683299
0.00131072 0.00618638895247
0.00144179 0.00618009460594
0.001572865 0.00617350130399
0.001703935 0.00616727053672
0.00183501 0.0061612751456
0.00196608 0.00615498079906
0.00216269 0.00614701160535
0.002359295 0.00613613955225
0.00262144 0.00612385875232
0.002883585 0.00611147150473
0.003145725 0.00609904175981
0.003407875 0.00608664427745
0.003670015 0.00607456421845
0.00393216 0.00606260013733
0.004325375 0.00604744247675
0.00471859 0.00602624501707
0.00524288 0.006002244305
0.00576717 0.00597840253804
0.006291455 0.00595493534166
0.006815745 0.00593157041004
0.00734003 0.00590814879806
0.00786432 0.00588526070177
0.00865075 0.00585675789897
0.009437205 0.00581699057349
0.01048574 0.00577259799734
0.01153435 0.00572862629959
0.0125829 0.00568504037129
0.0136315 0.0056423644224
0.01468005 0.00560051083394
0.01572865 0.00555894747962
0.0173015 0.00550774047937
0.01887435 0.0054381333557
0.02097155 0.00536025173576
0.02306865 0.00528447248505
0.02516585 0.00521080283027
0.02726295 0.00513911653332
0.02936015 0.00506938069506
0.03145725 0.00500142971514
0.034603 0.00491943392984
0.0377487 0.00480890732661
0.041943 0.00468790978232
0.0461373 0.00457307139054
0.05033165 0.00446394220757
0.05452595 0.00435963397973
0.0587203 0.00426034538938
0.0629146 0.00416577259614
0.06920605 0.00405421246295
0.0754975 0.00390788292047
0.0838861 0.00375251333158
0.09227455 0.00360972405244
0.10066335 0.00347781691517
0.109052 0.00335578336711
0.1174405 0.00324282920989
0.1258295 0.0031375325913
0.138412 0.00301703463328
0.150995 0.00286408972601
0.167772 0.00270688045141
0.1845495 0.00256708089172
0.2013265 0.00244200886851
0.218104 0.00232942917884
0.234881 0.00222745425285
0.251658 0.00213456915221
0.276824 0.00203080152232
0.3019895 0.00190210350321
0.3355445 0.00177296229226
0.3690985 0.00166105313091
0.4026535 0.00156302998483
0.4362075 0.00147637861689
0.469762 0.00139921221514
0.5033165 0.00132997610061
0.553648 0.00125400743189
0.60398 0.00116138173221
0.671089 0.00107016197529
0.7381975 0.000992670806251
0.8053065 0.000925988245045
0.872415 0.000867978462899
0.9395225 0.000817096413921
1.006632 0.000772014899091
1.107295 0.000723252868425
1.20796 0.000664766800775
1.34218 0.000608019172503
1.476395 0.000560604689677
1.610615 0.000520434322618
1.74483 0.000485893806189
1.87905 0.000455905726916
2.013265 0.000429658423262
2.214595 0.000401501914049
2.415915 0.000367965845414
2.684355 0.000335835760479
2.95279 0.000309224904386
3.221225 0.000286847649539
3.489665 0.000267755859939
3.758095 0.000251240070596
4.026535 0.000236835858606
4.429185 0.0002214822636
4.83184 0.000203292541335
5.36871 0.000185892301675
5.90558 0.000171549909662
6.44245 0.000159504783902
6.97932 0.000149260218178
7.51619 0.00014041263869
8.05306 0.000132698170258
8.85837 0.000124494198429
9.663665 0.000114747359829
10.73744 0.000105439608328
11.81115 9.77879640346e-05
12.8849 9.13663034367e-05
13.95865 8.58906880704e-05
15.03235 8.11718032174e-05
16.10615 7.70586846975e-05
17.71675 7.26524996941e-05
19.32735 6.74248665007e-05
21.47485 6.24500896284e-05
23.6223 5.83507954986e-05
25.7698 5.49126891735e-05
27.9173 5.1986806364e-05
30.0648 4.94567326348e-05
32.21225 4.7249814948e-05
35.4335 4.4874960466e-05
38.6547 4.20547147846e-05
42.94965 3.93795674925e-05
47.24465 3.71832151449e-05
51.5396 3.53376018626e-05
55.83455 3.37644513681e-05
60.12955 3.24082231958e-05
64.4245 3.1220411331e-05
70.86695 2.993226155e-05
77.3094 2.84103035736e-05
85.89935 2.69772659273e-05
94.48915 2.58017606087e-05
103.07915 2.48161183891e-05
111.669 2.39745828483e-05
120.259 2.3249902988e-05
128.849 2.2618354676e-05
141.734 2.19247186651e-05
154.619 2.11098176174e-05
171.799 2.03545789678e-05
188.9785 1.97362084573e-05
206.1585 1.92186492799e-05
223.338 1.87786185487e-05
240.518 1.84002716337e-05
257.698 1.80714008537e-05
283.468 1.77078482732e-05
309.2375 1.72851242628e-05
343.5975 1.69004715659e-05
377.957 1.65859041521e-05
412.317 1.63244567326e-05
446.6765 1.61042297694e-05
481.0365 1.59160264322e-05
515.396 1.57528133489e-05
566.9355 1.55734536543e-05
618.4755 1.53675456217e-05
687.1945 1.51824924826e-05
755.9145 1.50333364873e-05
824.6335 1.49120696857e-05
893.3535 1.48114197051e-05
962.0715 1.47267466879e-05
1030.7915 1.46539876658e-05
1133.87 1.45754511059e-05
1236.95 1.44887466046e-05
1374.39 1.44129559565e-05
1511.83 1.43535360885e-05
1649.27 1.43068490493e-05
1786.71 1.42692568879e-05
1924.145 1.42394581867e-05
2061.585 1.42152051793e-05
2267.74 1.41904346139e-05
2473.9 1.4164362631e-05
2748.78 1.41428380869e-05
3023.655 1.41279368299e-05
3298.535 1.41170229766e-05
3573.41 1.41088838766e-05
3848.29 1.41034269499e-05
4123.17 1.40991826737e-05
4535.485 1.40955213243e-05
4947.805 1.40923381171e-05
5497.555 1.40899127722e-05
6047.315 1.40887001219e-05
6597.07 1.40878140764e-05
7146.825 1.40874874577e-05
7696.585 1.40873358764e-05
8246.335 1.40870327083e-05
9070.97 1.40870209776e-05
9895.595 1.40870209776e-05
10995.1 1.40872366227e-05
12094.6 1.40870850387e-05
13194.15 1.40860655408e-05
14293.65 1.40860655408e-05
15393.2 1.40874639988e-05
16492.7 1.40874639988e-05
18141.95 1.40867060785e-05
19791.2 1.40870850387e-05
21990.25 1.40867647552e-05
24189.25 1.40867647552e-05
26388.3 1.40870850387e-05
28587.3 1.40867060785e-05
30786.3 1.40870850387e-05
32985.35 1.40867647552e-05
36283.85 1.40865752752e-05
39582.45 1.4086924889e-05
43980.45 1.4086924889e-05
48378.55 1.4086924889e-05
52776.55 1.4086924889e-05
57174.65 1.40867354132e-05
61572.65 1.40867354132e-05
65970.7 1.40870850387e-05
72567.75 1.40870049629e-05
79164.8 1.40869248872e-05
87960.9 1.40868301482e-05
96756.95 1.4086910224e-05
105553.0 1.40870850387e-05
114349.0 1.40868955586e-05
123145.0 1.40872745187e-05
131941.0 1.40868955586e-05
145135.5 1.40860215033e-05
158329.5 1.40869689036e-05
175922.0 1.40873692588e-05
193514.0 1.40868955586e-05
211106.0 1.40868955586e-05
228698.5 1.40864952035e-05
246290.5 1.40864952035e-05
263883.0 1.40868955586e-05
290271.0 1.40871324087e-05
316659.5 1.40869322254e-05
351843.5 1.40866953753e-05
387028.0 1.40871324087e-05
422212.5 1.40869322254e-05
457396.5 1.40866953753e-05
492581.5 1.40869322187e-05
527765.5 1.40869322187e-05
580542.5 1.40867954655e-05
633318.5 1.40869138906e-05
703687.5 1.40870323139e-05
774056.0 1.40868137958e-05
844425.0 1.40868137958e-05
914793.5 1.40869138889e-05
985162.0 1.40870139836e-05
1055531.0 1.40868138004e-05
1161085.0 1.40868504571e-05
1266635.0 1.40872325065e-05
1407375.0 1.40867588198e-05
1548110.0 1.40868504571e-05
1688850.0 1.40868504571e-05
1829585.0 1.40867588198e-05
1970325.0 1.40867588198e-05
2111060.0 1.40868504571e-05
2322165.0 1.40871006837e-05
2533275.0 1.40868046296e-05
2814745.0 1.40871006943e-05
3096225.0 1.40868046401e-05
3377695.0 1.40868046401e-05
3659175.0 1.40871006943e-05
3940645.0 1.40868046296e-05
4222125.0 1.40868046296e-05
4644335.0 1.40868275437e-05
5066550.0 1.40868046304e-05
5629500.0 1.40869526601e-05
6192450.0 1.40869526601e-05
6755400.0 1.40868046304e-05
7318350.0 1.40868046304e-05
7881300.0 1.40869526601e-05
8444250.0 1.40869526601e-05
9288675.0 1.40868786452e-05
10133100.0 1.40868786452e-05
11259000.0 1.40868046304e-05
12384900.0 1.40866566006e-05
13510800.0 1.40872487195e-05
14636700.0 1.40872487195e-05
15762600.0 1.40865085709e-05
16888500.0 1.40865085709e-05
18577350.0 1.40868786452e-05
20266200.0 1.40868786452e-05
22518000.0 1.40868786452e-05
24769800.0 1.40868786452e-05
27021600.0 1.40868786452e-05
29273400.0 1.40868786452e-05
31525200.0 1.40868786452e-05
33777000.0 1.40868786452e-05
37154700.0 1.40866936081e-05
40532400.0 1.40868786452e-05
45036000.0 1.40868786452e-05
49539600.0 1.40868786452e-05
54043200.0 1.40868786452e-05
58546800.0 1.40868786452e-05
63050400.0 1.40868786452e-05
67554000.0 1.40868786452e-05
74309400.0 1.40869711638e-05
81064800.0 1.40869711638e-05
90072000.0 1.40868786452e-05
99079000.0 1.40871914506e-05
108086600.0 1.40865659232e-05
117093500.0 1.40867795995e-05
126101000.0 1.40875615262e-05
135108000.0 1.40871914437e-05
148619000.0 1.40868004586e-05
162129500.0 1.40868004586e-05
180144000.0 1.40871914437e-05
198158500.0 1.40868004586e-05
216172500.0 1.40868004586e-05
234187500.0 1.40868004586e-05
252201500.0 1.40868004586e-05
270216000.0 1.40871914437e-05
297237500.0 1.40869959457e-05
324259000.0 1.40868004478e-05
360288000.0 1.40868004478e-05
396317000.0 1.40868004478e-05
432345500.0 1.40869959457e-05
468374500.0 1.40869959457e-05
504403000.0 1.40868004478e-05
540432000.0 1.40868004478e-05
594475000.0 1.40868981954e-05
648518500.0 1.40868981954e-05
720576000.0 1.40868004478e-05
792633500.0 1.40868981954e-05
864691500.0 1.40868981954e-05
936750500.0 1.40865072212e-05
1008804500.0 1.40872892781e-05
1080865000.0 1.40873870176e-05
1188950000.0 1.4086236007e-05
1297035000.0 1.40868403975e-05
1441155000.0 1.40871295085e-05
1585265000.0 1.40871295085e-05
1729385000.0 1.40871295085e-05
1873495000.0 1.40865512465e-05
2017615000.0 1.40865512465e-05
2161725000.0 1.40871295085e-05
2377900000.0 1.4087373873e-05
2594070000.0 1.40868403705e-05
2882300000.0 1.40868403705e-05
3170530000.0 1.40868403705e-05
3458760000.0 1.40868403705e-05
3746995000.0 1.40868851269e-05
4035225000.0 1.4086596006e-05
4323460000.0 1.40868403705e-05
4755805000.0 1.4086984931e-05
5188150000.0 1.40868403705e-05
5764610000.0 1.40868403705e-05
6341070000.0 1.4086984931e-05
6917530000.0 1.4086984931e-05
7493990000.0 1.40868403705e-05
8070450000.0 1.40868403705e-05
8646910000.0 1.4086984931e-05
9511605000.0 1.40869238395e-05
10376285000.0 1.40869014652e-05
11529200000.0 1.40870847428e-05
12682150000.0 1.40867629554e-05
13835050000.0 1.40863292664e-05
14988000000.0 1.40869401798e-05
16140900000.0 1.40876629948e-05
17293800000.0 1.40869401798e-05
19023200000.0 1.40866347099e-05
20752550000.0 1.40869961174e-05
23058450000.0 1.40866347256e-05
25364250000.0 1.40866347256e-05
27670150000.0 1.40869961174e-05
29975950000.0 1.40869961174e-05
32281800000.0 1.40869401798e-05
34587650000.0 1.40869961174e-05
38046400000.0 1.40868433869e-05
41505200000.0 1.40868154188e-05
46116850000.0 1.40869681492e-05
50728550000.0 1.40869681492e-05
55340200000.0 1.40868154188e-05
59951900000.0 1.40868154188e-05
64563600000.0 1.40869961186e-05
69175300000.0 1.40868154188e-05
76092800000.0 1.40868014342e-05
83010350000.0 1.40868917841e-05
92233650000.0 1.4086982135e-05
101456850000.0 1.40872876065e-05
110680500000.0 1.40863917006e-05
119903500000.0 1.40866627621e-05
129127500000.0 1.40872048263e-05
138350500000.0 1.4086301288e-05
152186000000.0 1.40866830965e-05
166020500000.0 1.40871348656e-05
184467500000.0 1.40871348656e-05
202914000000.0 1.40867530402e-05
221361000000.0 1.40867530402e-05
239807500000.0 1.40871348656e-05
258254500000.0 1.4086683121e-05
276701000000.0 1.40867530402e-05
304371000000.0 1.40871698262e-05
332041500000.0 1.40869439539e-05
368934500000.0 1.40867180754e-05
405828500000.0 1.40867180754e-05
442721500000.0 1.40869439539e-05
479615500000.0 1.40869439539e-05
516508500000.0 1.40869439539e-05
553402500000.0 1.40869439539e-05
608742500000.0 1.40867355581e-05
664083000000.0 1.40868310136e-05
737870000000.0 1.40869439513e-05
811657000000.0 1.40869439513e-05
885444000000.0 1.40868310136e-05
959232000000.0 1.40866401051e-05
1.0330155e+12 1.40874213039e-05
1.106805e+12 1.40873258536e-05
1.217485e+12 1.40861453675e-05
1.328165e+12 1.40865097043e-05
1.47574e+12 1.40876646111e-05
1.623315e+12 1.40871873412e-05
1.770885e+12 1.40866226374e-05
1.918465e+12 1.40866226374e-05
2.066035e+12 1.40866226374e-05
2.21361e+12 1.40870999074e-05
2.43497e+12 1.40871436066e-05
2.65633e+12 1.40869049636e-05
2.95148e+12 1.40866226213e-05
3.246625e+12 1.40868612643e-05
3.541775e+12 1.40871436066e-05
3.83692e+12 1.40869049636e-05
4.13207e+12 1.40866226213e-05
4.42722e+12 1.40869049636e-05
4.86994e+12 1.40870242831e-05
5.312665e+12 1.40868831119e-05
5.902955e+12 1.40868831119e-05
6.493255e+12 1.40868831119e-05
7.08355e+12 1.40867637924e-05
7.673845e+12 1.40868831143e-05
8.264145e+12 1.40870242855e-05
8.854435e+12 1.40868831119e-05
9.73987e+12 1.40869915089e-05
1.0625315e+13 1.40870133606e-05
1.18059e+13 1.40870461347e-05
1.29865e+13 1.40866226213e-05
1.41671e+13 1.40867637924e-05
1.53477e+13 1.40867637924e-05
1.65283e+13 1.40867637924e-05
1.77089e+13 1.40867637924e-05
1.947975e+13 1.40867091739e-05
2.125065e+13 1.40870621018e-05
2.36118e+13 1.40867637924e-05
2.5973e+13 1.40867637924e-05
2.83342e+13 1.40867637924e-05
3.06954e+13 1.40867637924e-05
3.305655e+13 1.40870621018e-05
3.541775e+13 1.40870621018e-05
3.89595e+13 1.40869402564e-05
4.25013e+13 1.40869402564e-05
4.722365e+13 1.40869129439e-05
5.194605e+13 1.40869129439e-05
5.66684e+13 1.40867637924e-05
6.139075e+13 1.40869129439e-05
6.611315e+13 1.40869129439e-05
7.08355e+13 1.40867637924e-05
7.791905e+13 1.40868383674e-05
8.50026e+13 1.40869129424e-05
9.44473e+13 1.40869129424e-05
1.0389215e+14 1.40866892222e-05
1.13337e+14 1.40869066525e-05
1.227815e+14 1.40869465261e-05
1.322265e+14 1.40866818358e-05
1.41671e+14 1.40868184224e-05
1.55838e+14 1.40871913066e-05
1.700055e+14 1.40867501561e-05
1.888945e+14 1.40867501561e-05
2.077845e+14 1.40867501561e-05
2.266735e+14 1.40867501561e-05
2.455635e+14 1.40871913066e-05
2.644525e+14 1.40867501327e-05
2.83342e+14 1.40871230169e-05
3.11676e+14 1.40871571627e-05
3.4001e+14 1.40867501346e-05
3.77789e+14 1.40869707157e-05
4.15568e+14 1.40869707157e-05
4.53347e+14 1.40867501346e-05
4.91126e+14 1.40867501346e-05
5.28905e+14 1.40869707157e-05
5.66684e+14 1.40869707157e-05
6.233525e+14 1.40867501346e-05
6.80021e+14 1.40868604251e-05
7.55579e+14 1.40868604251e-05
8.311365e+14 1.40869536459e-05
9.066945e+14 1.40869536459e-05
9.82252e+14 1.40868604251e-05
1.057811e+15 1.40866739938e-05
1.13337e+15 1.40864875596e-05
1.246705e+15 1.40867330665e-05
1.360045e+15 1.40869536418e-05
1.511155e+15 1.40869536418e-05
1.662275e+15 1.40869536418e-05
1.813385e+15 1.40869536418e-05
1.964505e+15 1.40869536418e-05
2.11562e+15 1.40864875596e-05
2.266735e+15 1.40869536782e-05
2.49341e+15 1.40874624398e-05
2.72008e+15 1.40869536446e-05
3.022315e+15 1.40867206021e-05
3.324545e+15 1.40867206021e-05
3.62678e+15 1.40869536446e-05
3.92901e+15 1.40869536446e-05
4.23124e+15 1.40869536446e-05
4.53347e+15 1.40869536446e-05
4.98682e+15 1.40868371214e-05
5.440165e+15 1.40868371214e-05
6.04463e+15 1.40869536446e-05
6.64909e+15 1.40869536446e-05
7.253555e+15 1.40868371214e-05
7.858015e+15 1.40868371214e-05
8.46248e+15 1.40869536446e-05
9.066945e+15 1.40868371214e-05
9.97362e+15 1.40870119134e-05
1.0880355e+16 1.4086662367e-05
1.208925e+16 1.4086604102e-05
1.32982e+16 1.40871866987e-05
1.45071e+16 1.40871866987e-05
1.571605e+16 1.4086604102e-05
1.692495e+16 1.4086604102e-05
1.81339e+16 1.40871866987e-05
1.99473e+16 1.40868953883e-05
2.176065e+16 1.40868953883e-05
2.417855e+16 1.40868953883e-05
2.659635e+16 1.40868953883e-05
2.901425e+16 1.40868953883e-05
3.143205e+16 1.40868953883e-05
3.384995e+16 1.40868953883e-05
3.626775e+16 1.40868953883e-05
3.989455e+16 1.40870410405e-05
4.35213e+16 1.40868953823e-05
4.8357e+16 1.40868953823e-05
5.31927e+16 1.40868953823e-05
5.80284e+16 1.40868953823e-05
6.28641e+16 1.40868953823e-05
6.76998e+16 1.40868953823e-05
7.253555e+16 1.40867497301e-05
7.97891e+16 1.40867497301e-05
8.70427e+16 1.40868953823e-05
9.671385e+16 1.4087259539e-05
1.0638555e+17 1.40868226006e-05
1.160565e+17 1.40865774297e-05
1.257285e+17 1.40870943859e-05
1.353995e+17 1.40869220493e-05
1.450715e+17 1.40860604557e-05
1.59578e+17 1.40864912971e-05
1.740855e+17 1.40872862099e-05
1.93428e+17 1.40869220562e-05
2.12771e+17 1.40869220562e-05
2.32114e+17 1.40864912371e-05
2.514565e+17 1.40868553908e-05
2.707995e+17 1.40872862099e-05
2.90142e+17 1.40869220562e-05
3.191565e+17 1.40867066467e-05
3.481705e+17 1.40868887188e-05
3.868565e+17 1.40871041284e-05
4.25542e+17 1.40867066467e-05
4.642275e+17 1.40868887188e-05
5.029135e+17 1.40868887188e-05
5.415985e+17 1.40868887188e-05
5.802845e+17 1.40871041284e-05
6.383125e+17 1.4086905385e-05
6.963415e+17 1.40867976802e-05
7.737125e+17 1.40867976802e-05
8.51084e+17 1.40868887137e-05
9.28457e+17 1.40866322944e-05
1.0058275e+18 1.40867233302e-05
1.0832e+18 1.40870707854e-05
1.16057e+18 1.40867476627e-05
1.276625e+18 1.40867476627e-05
1.392685e+18 1.40866156296e-05
1.547425e+18 1.40866156296e-05
1.70217e+18 1.40870707854e-05
1.85691e+18 1.40876093232e-05
2.011655e+18 1.40871541674e-05
2.166395e+18 1.40866156296e-05
2.32114e+18 1.40870707854e-05
2.553255e+18 1.40868432002e-05
2.785365e+18 1.40868432002e-05
3.094855e+18 1.40868432002e-05
3.404335e+18 1.40868432002e-05
3.713825e+18 1.40868432002e-05
4.023305e+18 1.40868432002e-05
4.332795e+18 1.40868432002e-05
4.642275e+18 1.40868432002e-05
5.106505e+18 1.40869569909e-05
5.57073e+18 1.40869778288e-05
6.1897e+18 1.40869778288e-05
6.80867e+18 1.40868431965e-05
7.42764e+18 1.40868431965e-05
8.04661e+18 1.40868431965e-05
8.66558e+18 1.40868431965e-05
9.28455e+18 1.40869778288e-05
1.0213025e+19 1.40867502509e-05
1.114146e+19 1.40866412563e-05
1.23794e+19 1.40876349732e-05
1.361735e+19 1.40871333485e-05
1.485525e+19 1.40864601654e-05
1.609325e+19 1.40864601654e-05
1.733115e+19 1.40864601654e-05
1.85691e+19 1.40877022915e-05
2.0426e+19 1.40874178085e-05
2.22829e+19 1.40867967204e-05
2.47588e+19 1.40867967204e-05
2.72347e+19 1.40867967204e-05
2.971055e+19 1.40870812034e-05
3.218645e+19 1.40867446254e-05
3.46623e+19 1.40867967204e-05
3.71382e+19 1.40867967204e-05
4.0852e+19 1.40867706734e-05
4.456585e+19 1.40869389624e-05
4.95176e+19 1.40867967204e-05
5.446935e+19 1.40869389624e-05
5.942115e+19 1.40869389624e-05
6.437285e+19 1.40869389624e-05
6.932465e+19 1.40869389624e-05
7.42764e+19 1.40867967204e-05
8.170405e+19 1.40868678407e-05
8.91317e+19 1.4086938961e-05
9.903535e+19 1.40866414616e-05
1.089386e+20 1.40869970846e-05
1.188425e+20 1.40872755612e-05
1.287455e+20 1.40867706637e-05
1.386495e+20 1.40867706637e-05
1.485525e+20 1.40867706637e-05
1.63408e+20 1.40871262678e-05
1.78263e+20 1.4087191397e-05
1.9807e+20 1.40867706703e-05
2.17877e+20 1.40867706703e-05
2.376845e+20 1.40864150874e-05
2.574915e+20 1.40864150874e-05
2.77299e+20 1.4087191397e-05
2.97106e+20 1.4087191397e-05
3.268165e+20 1.40867706703e-05
3.56527e+20 1.40867706703e-05
3.96141e+20 1.40869810336e-05
4.35755e+20 1.40869810336e-05
4.75369e+20 1.40867706703e-05
5.14983e+20 1.40869810336e-05
5.54597e+20 1.40869810336e-05
5.94211e+20 1.40867706703e-05
6.53632e+20 1.4086875852e-05
7.130535e+20 1.40868921332e-05
7.922815e+20 1.40867869516e-05
8.7151e+20 1.4086875852e-05
9.5074e+20 1.40866254455e-05
1.029964e+21 1.40873367295e-05
1.109195e+21 1.40874093401e-05
1.18842e+21 1.40859943624e-05
1.307265e+21 1.40860995414e-05
1.426105e+21 1.40870699498e-05
1.584565e+21 1.40870699498e-05
1.74302e+21 1.40866254365e-05
1.901475e+21 1.40870699498e-05
2.059935e+21 1.40870699498e-05
2.218385e+21 1.40870699498e-05
2.376845e+21 1.40870699498e-05
2.614525e+21 1.40868476861e-05
2.852215e+21 1.40868476861e-05
3.169125e+21 1.40868476861e-05
3.48604e+21 1.40868069799e-05
3.80295e+21 1.40868069799e-05
4.119865e+21 1.40868476861e-05
4.436775e+21 1.40868476861e-05
4.75369e+21 1.40870699357e-05
5.22906e+21 1.40869588092e-05
5.704425e+21 1.40868273313e-05
6.338255e+21 1.40868273313e-05
6.972075e+21 1.40869588092e-05
7.605905e+21 1.40869588092e-05
8.239725e+21 1.40868273313e-05
8.873555e+21 1.40868273313e-05
9.507375e+21 1.40869588092e-05
1.045814e+22 1.40866708307e-05
1.140885e+22 1.40865643892e-05
1.267655e+22 1.40870245401e-05
1.394415e+22 1.40870902812e-05
1.521185e+22 1.40870902812e-05
1.647945e+22 1.40870902812e-05
1.774715e+22 1.40864329227e-05
1.901475e+22 1.4087090333e-05
2.091625e+22 1.40873681281e-05
2.28177e+22 1.4086761593e-05
2.5353e+22 1.40870902852e-05
2.78883e+22 1.4086761593e-05
3.04236e+22 1.4086761593e-05
3.29589e+22 1.40870902852e-05
3.54942e+22 1.4086761593e-05
3.80295e+22 1.4086761593e-05
4.183245e+22 1.40870902852e-05
4.56354e+22 1.40869259391e-05
5.0706e+22 1.4086761593e-05
5.57766e+22 1.40869259391e-05
6.08472e+22 1.40869259391e-05
6.59178e+22 1.40869259391e-05
7.09884e+22 1.40869259391e-05
7.6059e+22 1.4086761593e-05
8.36649e+22 1.4086843766e-05
9.12708e+22 1.40869259391e-05
1.014119e+23 1.40870648497e-05
1.11553e+23 1.40873681097e-05
1.216945e+23 1.40862627785e-05
1.318355e+23 1.40865093025e-05
1.41977e+23 1.40872037603e-05
